	token	coref	ner
1312	Daarnaast	O	O
1313	kunnen	O	O
1314	,	O	O
1315	afhankelijk	O	O
1316	van	O	O
1317	de	(289|(288	O
1318	feiten	288)	O
1319	en	O	O
1320	omstandigheden	289)	O
1321	,	O	O
1322	zulke	(290	O
1323	overtredingen	290)	O
1324	mogelijk	O	O
1325	ook	O	O
1326	vallen	O	O
1327	onder	O	O
1328	artikel	(291	O
1329	2.1.	O	O
1330	van	O	O
1331	de	(128	O
1332	Wet	O	O
1333	dieren	128)|291)	O
1334	.	O	O
1335	Is	O	O
1336	dat	(292)	O
1337	het	(293	O
1338	geval	293)	O
1339	dan	O	O
1340	is	O	O
1341	enkel	O	O
1342	de	O	O
1343	strafrechterlijke	O	O
1344	afdoening	O	O
1345	aan	O	O
1346	de	O	O
1347	orde	O	O
1348	.	O	O
1349	Welke	(294	O
1350	vorm	O	O
1351	van	O	O
1352	afdoening	294)|(295)	O
1353	uiteindelijk	O	O
1354	gekozen	O	O
1355	wordt	O	O
1356	,	O	O
1357	hangt	O	O
1358	af	O	O
1359	van	O	O
1360	de	(296	O
1361	feiten	O	O
1362	en	O	O
1363	omstandigheden	O	O
1364	van	O	O
1365	de	(297	O
1366	specifieke	O	O
1367	zaak	297)|296)	O
1368	.	O	O
1369	Hoe	O	O
1370	de	(20	O
1371	NVWA	20)	O
1372	interventieert	O	O
1373	maakt	O	O
1374	zij	(20)	O
1375	vooraf	O	O
1376	kenbaar	O	O
1377	in	O	O
1378	haar	(20)|(298	O
1379	algemene	O	O
1380	en	O	O
1381	specifieke	O	O
1382	interventiebeleid	298)	O
1383	.	O	O
1384	Indien	O	O
1385	de	(300|(299	O
1386	ernst	O	O
1387	van	O	O
1388	de	(295	O
1389	overtreding	295)|299)	O
1390	of	O	O
1391	de	(301	O
1392	omstandigheden	O	O
1393	waaronder	O	O
1394	deze	(302)	O
1395	is	O	O
1396	begaan	301)|300)	O
1397	daartoe	O	O
1398	aanleiding	(303)	O
1399	geeft	O	O
1400	,	O	O
1401	legt	O	O
1402	de	(20	O
1403	NVWA	20)	O
1404	deze	(304)	O
1405	voor	O	O
1406	aan	O	O
1407	het	(306|(305	O
1408	Openbaar	O	O
1409	Ministerie	305)	O
1410	(	O	O
1411	OM	306)|(307)	O
1412	)	O	O
1413	.	O	O
1414	Dan	O	O
1415	wordt	O	O
1416	de	(308	O
1417	meest	O	O
1418	passende	O	O
1419	en	O	O
1420	effectieve	O	O
1421	wijze	O	O
1422	van	O	O
1423	afdoening	308)|(309)	O
1424	bepaald	O	O
1425	.	O	O
1426	Dit	(310)	O
1427	volgt	O	O
1428	uit	O	O
1429	artikel	(311	O
1430	8.10	(312)|(313	O
1431	,	O	O
1432	eerste	(314	O
1433	lid	O	O
1434	,	O	O
1435	van	O	O
1436	de	(128	O
1437	Wet	O	O
1438	dieren	128)|314)|313)|311)	O
1439	.	O	O
1440	In	O	O
1441	het	(315	O
1442	algemene	O	O
1443	en	O	O
1444	specifieke	O	O
1445	interventiebeleid	315)	O
1446	staat	O	O
1447	overigens	O	O
1448	ook	O	O
1449	wanneer	O	O
1450	contact	(316)|(317	O
1451	gezocht	O	O
1452	moet	O	O
1453	worden	O	O
1454	met	O	O
1455	het	(306	O
1456	Openbaar	O	O
1457	Ministerie	306)|317)	O
1458	.	O	O
1459	De	(20	O
1460	NVWA	20)	O
1461	heeft	O	O
1462	haar	(20)|(318	O
1463	contact	O	O
1464	met	O	O
1465	het	(306	O
1466	OM	306)|318)	O
1467	de	(319	O
1468	afgelopen	O	O
1469	jaren	319)	O
1470	geïntensiveerd	O	O
1471	:	O	O
1472	zowel	O	O
1473	ten	O	O
1474	algemene	O	O
1475	(	O	O
1476	in	O	O
1477	bijvoorbeeld	(320	O
1478	het	O	O
1479	interventiebeleid	320)	O
1480	)	O	O
1481	als	O	O
1482	in	O	O
1483	concrete	(321	O
1484	zaken	321)	O
1485	wordt	O	O
1486	op	O	O
1487	grond	O	O
1488	van	O	O
1489	specifiek	(322	O
1490	interventiebeleid	322)	O
1491	intensiever	O	O
1492	contact	O	O
1493	gezocht	O	O
1494	over	O	O
1495	de	(323	O
1496	meest	O	O
1497	effectieve	O	O
1498	wijze	O	O
1499	van	O	O
1500	afdoening	323)|(324)	O
1501	.	O	O
1502	Pagina	(326|(325	O
1503	4	(327)	O
1504	van	O	O
1505	4	(328	O
1506	Nederlandse	O	O
1507	Voedsel-	O	O
1508	en	O	O
1509	Warenautoriteit	328)|325)	O
1510	Ons	O	O
1511	kenmerk	O	O
1512	NVWA	O	O
1513	/	O	O
1514	27095195	326)	O
1515	Verlaag	O	O
1516	de	O	O
1517	slachtsnelheid	O	O
1518	bij	O	O
1519	overtredingen	(329)|(330	O
1520	m.b.t	330)	O
1521	.	O	O
1522	het	(331	O
1523	niet	O	O
1524	effectief	O	O
1525	bedwelmen	O	O
1526	en/of	O	O
1527	verbloeden	O	O
1528	van	O	O
1529	varkens	331)|(187)	O
1530	Het	(332	O
1531	verlagen	O	O
1532	van	O	O
1533	de	(333	O
1534	bandsnelheid	333)|332)	O
1535	is	O	O
1536	een	O	O
1537	van	O	O
1538	de	(334	O
1539	mogelijke	O	O
1540	interventies	O	O
1541	van	O	O
1542	de	(20	O
1543	NVWA	20)	O
1544	,	O	O
1545	waarvan	O	O
1546	ik	(101)	O
1547	het	(335)	O
1548	belangrijk	O	O
1549	vind	O	O
1550	dat	O	O
1551	deze	(336)	O
1552	wordt	O	O
1553	toegepast	O	O
1554	indien	O	O
1555	dit	(337)	O
1556	het	(338	O
1557	risico	O	O
1558	op	O	O
1559	verdere	(339	O
1560	overtredingen	339)|338)	O
1561	verkleint	334)	O
1562	.	O	O
1563	Zo	O	O
1564	kan	O	O
1565	de	(20	O
1566	NVWA	20)	O
1567	de	(333	O
1568	slachtsnelheid	333)	O
1569	(	O	O
1570	tijdelijk	O	O
1571	)	O	O
1572	verlagen	O	O
1573	als	O	O
1574	corrigerende	(340	O
1575	interventie	340)	O
1576	,	O	O
1577	wanneer	O	O
1578	de	(333	O
1579	slachtsnelheid	333)	O
1580	de	(341	O
1581	oorzaak	O	O
1582	is	O	O
1583	van	O	O
1584	de	(342	O
1585	overtreding	342)|341)	O
1586	.	O	O
1587	Het	(343)	O
1588	is	O	O
1589	aan	O	O
1590	de	(20	O
1591	NVWA	20)	O
1592	om	O	O
1593	de	(344	O
1594	concrete	O	O
1595	feiten	O	O
1596	en	O	O
1597	omstandigheden	O	O
1598	van	O	O
1599	het	(345	O
1600	geval	345)|344)	O
1601	vast	O	O
1602	te	O	O
1603	stellen	O	O
1604	en	O	O
1605	daarop	O	O
1606	passend	O	O
1607	te	O	O
1608	interveniëren	O	O
1609	.	O	O
1610	Het	(346	O
1611	hanteren	O	O
1612	van	O	O
1613	slachtsnelheden	(347	O
1614	die	O	O
1615	het	(348	O
1616	risico	O	O
1617	op	O	O
1618	overtredingen	348)|(349)	O
1619	zoveel	O	O
1620	als	O	O
1621	mogelijk	O	O
1622	beperkt	347)|346)	O
1623	,	O	O
1624	vind	O	O
1625	ik	(101)	O
1626	net	O	O
1627	als	O	O
1628	de	(350	O
1629	Tweede	O	O
1630	Kamer	350)	O
1631	erg	O	O
1632	belangrijk	O	O
1633	.	O	O
1634	Mede	O	O
1635	op	O	O
1636	verzoek	O	O
1637	van	O	O
1638	de	(350	O
1639	Kamer	350)	O
1640	evalueert	O	O
1641	de	(20	O
1642	NVWA	20)	O
1643	doorlopend	O	O
1644	de	(351	O
1645	toegepaste	O	O
1646	slachtsnelheid	O	O
1647	bij	O	O
1648	alle	(120	O
1649	slachthuizen	120)|351)	O
1650	en	O	O
1651	of	O	O
1652	met	O	O
1653	deze	(352	O
1654	snelheid	O	O
1655	,	O	O
1656	in	O	O
1657	combinatie	O	O
1658	met	O	O
1659	andere	(353	O
1660	risicobeperkende	O	O
1661	maatregelen	353)|352)	O
1662	,	O	O
1663	voldoende	(354	O
1664	waarborgen	O	O
1665	biedt	O	O
1666	voor	O	O
1667	het	(41	O
1668	dierenwelzijn	41)|354)	O
1669	.	O	O
1670	Daarnaast	O	O
1671	heb	O	O
1672	ik	(101)	O
1673	op	O	O
1674	25	(355	O
1675	mei	355)	O
1676	j.l.	O	O
1677	de	(350	O
1678	Kamer	350)	O
1679	het	(356	O
1680	rapport	O	O
1681	met	O	O
1682	de	(357	O
1683	uitkomsten	O	O
1684	van	O	O
1685	de	(358	O
1686	praktijktoets	O	O
1687	slachtsnelheid	358)|357)|356)	O
1688	toesgestuurd	O	O
1689	,	O	O
1690	alsmede	O	O
1691	de	(359	O
1692	vervolgstappen	O	O
1693	die	O	O
1694	ik	(101)	O
1695	op	O	O
1696	dat	(360	O
1697	vlak	360)	O
1698	voorzie	359)	O
1699	.	O	O
1700	Het	(361	O
1701	feit	O	O
1702	dat	O	O
1703	Nederland	(362)	O
1704	de	(363	O
1705	afgelopen	O	O
1706	tijd	363)	O
1707	wederom	O	O
1708	meermaals	O	O
1709	geconfronteerd	O	O
1710	is	O	O
1711	met	O	O
1712	misstanden	(364	O
1713	in	O	O
1714	de	(159	O
1715	slachtsector	159)|364)|361)	O
1716	,	O	O
1717	maakt	O	O
1718	dat	O	O
1719	ik	(101)	O
1720	wil	O	O
1721	dat	O	O
1722	de	(365	O
1723	sector	365)	O
1724	eerst	O	O
1725	onder	O	O
1726	de	(366	O
1727	huidige	O	O
1728	omstandigheden	366)	O
1729	laat	O	O
1730	zien	O	O
1731	dat	O	O
1732	ze	(367)	O
1733	het	(41	O
1734	dierenwelzijn	41)	O
1735	kunnen	O	O
1736	garanderen	O	O
1737	.	O	O
1738	Dat	(368)	O
1739	betekent	O	O
1740	dat	O	O
1741	de	(369	O
1742	aanwijzing	O	O
1743	aan	O	O
1744	de	(370	O
1745	inspecteur-generaal	O	O
1746	van	O	O
1747	de	(20	O
1748	NVWA	20)|370)	O
1749	,	O	O
1750	om	O	O
1751	aanvragen	(371	O
1752	voor	O	O
1753	verhogingen	(372	O
1754	van	O	O
1755	de	(373	O
1756	slachtsnelheid	O	O
1757	in	O	O
1758	slachthuizen	373)|372)|371)|(120)	O
1759	af	O	O
1760	te	O	O
1761	wijzen2	369)	O
1762	,	O	O
1763	voor	O	O
1764	nu	O	O
1765	in	O	O
1766	stand	O	O
1767	blijft	O	O
1768	.	O	O
1769	In	O	O
1770	de	(374	O
1771	brief	374)	O
1772	zal	O	O
1773	ik	(101)	O
1774	het	(376|(375	O
1775	rapport	375)	O
1776	en	O	O
1777	mijn	(101)|(377	O
1778	beslissing	377)|376)	O
1779	hierop	O	O
1780	nader	O	O
1781	toelichten	O	O
1782	.	O	O
1783	Tot	O	O
1784	slot	(378)	O
1785	Ik	(101)	O
1786	wil	O	O
1787	benadrukken	O	O
1788	dat	O	O
1789	het	(41	O
1790	dierenwelzijn	41)	O
1791	hoge	(379	O
1792	prioriteit	379)	O
1793	heeft	O	O
1794	,	O	O
1795	zowel	O	O
1796	op	O	O
1797	mijn	(101)|(305	O
1798	ministerie	305)	O
1799	als	O	O
1800	bij	O	O
1801	de	(20	O
1802	NVWA	20)	O
1803	.	O	O
1804	Ik	(101)	O
1805	hoop	O	O
1806	dat	O	O
1807	mijn	(101)|(380	O
1808	reactie	O	O
1809	op	O	O
1810	uw	(374	O
1811	brief	374)|380)	O
1812	u	(57)	O
1813	meer	(381	O
1814	duidelijkheid	O	O
1815	geeft	O	O
1816	over	O	O
1817	de	(382	O
1818	punten	O	O
1819	die	O	O
1820	u	(383)	O
1821	aan	O	O
1822	de	(384	O
1823	orde	384)	O
1824	gesteld	O	O
1825	heeft	382)|381)	O
1826	.	O	O
1827	Piet	(386|(385	B-PER
1828	Adema	O	E-PER
1829	Minister	O	O
1830	van	O	O
1831	Landbouw	(387)|(388	O
1832	,	O	O
1833	Natuur	O	O
1834	en	O	O
1835	Voedselkwaliteit	388)|(389)	O
1836	Afschrift	385)	O
1837	:	O	O
1838	Tweede	(390	O
1839	Kamer	O	O
1840	der	O	O
1841	Staten-Generaal	O	O
1842	2	O	O
1843	Staatscourant	O	O
1844	2021	O	O
1845	nr.	O	O
1846	36045	O	O
1847	21	(391	O
1848	juli	O	O
1849	2021	391)|390)|386)	O
