	token	coref	ner
1297	2023	316)|32)	O
1298	beveelt	O	O
1299	u	(317)	O
1300	aan	O	O
1301	om	O	O
1302	alsnog	O	O
1303	in	O	O
1304	overleg	O	O
1305	te	O	O
1306	treden	O	O
1307	met	O	O
1308	de	(318	O
1309	journalistieke	O	O
1310	beroepsgroep	318)	O
1311	en	O	O
1312	om	O	O
1313	onze	(319)|(320	O
1314	gefaseerde	O	O
1315	werkwijze	320)	O
1316	aan	O	O
1317	te	O	O
1318	passen	O	O
1319	.	O	O
1320	Journalisten	(148)	O
1321	moeten	O	O
1322	weer	O	O
1323	hun	(148)|(321	O
1324	belangrijke	O	O
1325	rol	O	O
1326	in	O	O
1327	de	(322	O
1328	democratie	322)|321)	O
1329	kunnen	O	O
1330	vervullen	O	O
1331	.	O	O
1332	Ik	(96)	O
1333	begrijp	O	O
1334	deze	(323	O
1335	oproep	323)	O
1336	en	O	O
1337	onderschrijf	O	O
1338	deze	(323)	O
1339	.	O	O
1340	Op	O	O
1341	25	(324	O
1342	april	O	O
1343	2023	324)	O
1344	is	O	O
1345	er	O	O
1346	een	(325	O
1347	bijeenkomst	O	O
1348	gehouden	O	O
1349	op	O	O
1350	het	(20	O
1351	ministerie	O	O
1352	van	O	O
1353	VWS	20)|(20)	O
1354	voor	O	O
1355	alle	(148	O
1356	journalisten	O	O
1357	die	O	O
1358	Woo-verzoeken	(326)	O
1359	hebben	O	O
1360	ingediend	148)|325)	O
1361	.	O	O
1362	9	(327	O
1363	journalisten	327)	O
1364	zijn	O	O
1365	op	O	O
1366	de	(328	O
1367	uitnodiging	328)	O
1368	ingegaan	O	O
1369	.	O	O
1370	Bij	O	O
1371	de	(329	O
1372	bijeenkomst	329)	O
1373	is	O	O
1374	van	O	O
1375	gedachten	(330)	O
1376	gewisseld	O	O
1377	over	O	O
1378	mogelijke	(332|(331	O
1379	prioritering	O	O
1380	van	O	O
1381	onderwerpen	331)|(333)	O
1382	en	O	O
1383	de	(334	O
1384	wijze	O	O
1385	waarop	O	O
1386	een	(335	O
1387	dergelijke	O	O
1388	prioritering	335)	O
1389	tot	O	O
1390	stand	O	O
1391	kan	O	O
1392	komen	334)|332)	O
1393	.	O	O
1394	Ook	O	O
1395	is	O	O
1396	de	(336	O
1397	vertrouwelijke	O	O
1398	voorinzage	336)	O
1399	besproken	O	O
1400	.	O	O
1401	Veel	(337	O
1402	van	O	O
1403	wat	O	O
1404	is	O	O
1405	besproken	337)	O
1406	,	O	O
1407	raakt	O	O
1408	ook	O	O
1409	aan	O	O
1410	uw	(338	O
1411	advies	338)	O
1412	.	O	O
1413	Daarnaast	O	O
1414	is	O	O
1415	het	(339	O
1416	afgelopen	O	O
1417	jaar	339)	O
1418	het	(340	O
1419	contact	O	O
1420	met	O	O
1421	Woo-verzoekers	340)|(341)	O
1422	geïntensiveerd	O	O
1423	,	O	O
1424	onder	O	O
1425	andere	O	O
1426	door	O	O
1427	bij	O	O
1428	de	(342	O
1429	ontvangst	O	O
1430	van	O	O
1431	nieuwe	(343	O
1432	Woo-verzoeken	O	O
1433	met	O	O
1434	verzoekers	343)|342)|(344)	O
1435	de	(346|(345	O
1436	reikwijdte	345)	O
1437	en	O	O
1438	de	(347	O
1439	afhandeling	O	O
1440	van	O	O
1441	hun	(348)|(349	O
1442	verzoek	349)|347)|346)	O
1443	te	O	O
1444	bespreken	O	O
1445	.	O	O
1446	Secretaris	(350	O
1447	Generaal	O	O
1448	/	O	O
1449	plv.	O	O
1450	Secretaris	O	B-PER
1451	Generaal	O	O
1452	Programmadirectie	O	O
1453	Openbaarheid	O	O
1454	Team	O	O
1455	F	O	O
1456	Kenmerk	O	O
1457	3598473-1048681-PDO	O	O
1458	Pagina	(351	O
1459	3	(352)	O
1460	van	O	O
1461	1	351)|(353)	O
1462	Naar	O	O
1463	aanleiding	O	O
1464	van	O	O
1465	deze	(329	O
1466	bijeenkomst	329)|350)	O
1467	worden	O	O
1468	nog	(354	O
1469	deze	O	O
1470	maand	354)	O
1471	de	(355	O
1472	volgende	O	O
1473	stappen	355)	O
1474	ondernomen	O	O
1475	:	O	O
1476	Het	(20	O
1477	ministerie	20)	O
1478	spant	O	O
1479	zich	(356)	O
1480	in	O	O
1481	om	O	O
1482	Woo-verzoeken	(357	O
1483	van	O	O
1484	journalisten	357)|(148)	O
1485	versneld	O	O
1486	af	O	O
1487	te	O	O
1488	handelen	O	O
1489	.	O	O
1490	Journalisten	(148)	O
1491	zullen	O	O
1492	in	O	O
1493	dat	(358	O
1494	kader	358)	O
1495	worden	O	O
1496	gevraagd	O	O
1497	welke	(359	O
1498	informatie	359)	O
1499	zij	(148)	O
1500	als	O	O
1501	eerste	(360)	O
1502	zouden	O	O
1503	willen	O	O
1504	hebben	O	O
1505	.	O	O
1506	Aan	O	O
1507	de	O	O
1508	hand	O	O
1509	van	O	O
1510	de	(361	O
1511	reacties	361)	O
1512	zal	O	O
1513	bekeken	O	O
1514	worden	O	O
1515	of	O	O
1516	het	(362)	O
1517	mogelijk	O	O
1518	is	O	O
1519	prioritering	(363	O
1520	aan	O	O
1521	te	O	O
1522	brengen	O	O
1523	in	O	O
1524	de	(364	O
1525	opgevraagde	O	O
1526	informatie	364)	O
1527	,	O	O
1528	waarbij	O	O
1529	de	(365	O
1530	meest	O	O
1531	gevraagde	O	O
1532	informatie	365)	O
1533	eerst	O	O
1534	wordt	O	O
1535	behandeld	363)	O
1536	.	O	O
1537	Dat	(366)	O
1538	zal	O	O
1539	in	O	O
1540	overleg	O	O
1541	met	O	O
1542	de	(148	O
1543	journalisten	148)	O
1544	worden	O	O
1545	gedaan	O	O
1546	.	O	O
1547	In	O	O
1548	juni	(367)	O
1549	zal	O	O
1550	hiervoor	O	O
1551	een	(368	O
1552	volgende	O	O
1553	bijeenkomst	368)	O
1554	worden	O	O
1555	ingepland	O	O
1556	.	O	O
1557	Mogelijk	O	O
1558	heeft	O	O
1559	dit	(369)	O
1560	niet	O	O
1561	voor	O	O
1562	iedereen	(370)	O
1563	het	(371	O
1564	gewenste	O	O
1565	resultaat	371)	O
1566	:	O	O
1567	wat	O	O
1568	prioriteit	O	O
1569	voor	O	O
1570	de	(372	O
1571	één	372)	O
1572	heeft	O	O
1573	,	O	O
1574	heeft	O	O
1575	immers	O	O
1576	niet	O	O
1577	automatisch	O	O
1578	ook	O	O
1579	prioriteit	(373	O
1580	voor	O	O
1581	de	(183	O
1582	ander	183)|373)	O
1583	.	O	O
1584	Ook	O	O
1585	met	O	O
1586	andere	(374	O
1587	verzoekers	374)	O
1588	zal	O	O
1589	contact	(375)	O
1590	worden	O	O
1591	opgenomen	O	O
1592	.	O	O
1593	Tijdens	O	O
1594	de	(329	O
1595	bijeenkomst	329)	O
1596	kwam	O	O
1597	naar	O	O
1598	voren	O	O
1599	dat	O	O
1600	een	(376	O
1601	aantal	O	O
1602	ingediende	(377	O
1603	verzoeken	377)|376)	O
1604	achterhaald	O	O
1605	bleek	O	O
1606	en	O	O
1607	ingetrokken	O	O
1608	kon	O	O
1609	worden	O	O
1610	.	O	O
1611	Door	O	O
1612	achterhaalde	(378	O
1613	verzoeken	378)	O
1614	eruit	O	O
1615	te	O	O
1616	filteren	O	O
1617	kan	O	O
1618	worden	O	O
1619	gefocust	O	O
1620	op	O	O
1621	de	(379	O
1622	verzoeken	O	O
1623	die	O	O
1624	er	(380)	O
1625	nu	O	O
1626	nog	O	O
1627	toe	O	O
1628	doen	379)	O
1629	.	O	O
1630	Het	(20	O
1631	ministerie	20)	O
1632	gaat	O	O
1633	meer	(381	O
1634	gebruik	381)	O
1635	maken	O	O
1636	van	O	O
1637	de	(382	O
1638	vertrouwelijke	O	O
1639	inzage	382)	O
1640	.	O	O
1641	Het	(383)	O
1642	vergt	O	O
1643	,	O	O
1644	zoals	O	O
1645	u	(384)	O
1646	terecht	O	O
1647	heeft	O	O
1648	opgemerkt	O	O
1649	,	O	O
1650	een	(385	O
1651	band	O	O
1652	waarbij	O	O
1653	partijen	(386)	O
1654	over	O	O
1655	en	O	O
1656	weer	O	O
1657	erop	O	O
1658	kunnen	O	O
1659	vertrouwen	O	O
1660	dat	O	O
1661	geheimhouding	(387)	O
1662	gerespecteerd	O	O
1663	zal	O	O
1664	worden	385)	O
1665	.	O	O
1666	Deze	(385	O
1667	band	385)	O
1668	is	O	O
1669	nog	O	O
1670	niet	O	O
1671	met	O	O
1672	elke	(388	O
1673	journalist	388)	O
1674	opgebouwd	O	O
1675	en	O	O
1676	niet	(389	O
1677	elke	O	O
1678	journalist	389)	O
1679	staat	O	O
1680	hier	O	O
1681	ook	O	O
1682	voor	O	O
1683	open	O	O
1684	.	O	O
1685	In	O	O
1686	samenspraak	(390	O
1687	met	O	O
1688	journalisten	390)|(148)	O
1689	zal	O	O
1690	onderzocht	O	O
1691	worden	O	O
1692	in	O	O
1693	welke	(391	O
1694	gevallen	391)	O
1695	de	(392	O
1696	vertrouwelijke	O	O
1697	inzage	392)	O
1698	zinvol	O	O
1699	kan	O	O
1700	worden	O	O
1701	ingezet	O	O
1702	en	O	O
1703	hoe	O	O
1704	deze	(393	O
1705	vorm	393)	O
1706	gegeven	O	O
1707	kan	O	O
1708	worden	O	O
1709	ter	O	O
1710	versnelling	(394	O
1711	van	O	O
1712	de	(395	O
1713	openbaarmaking	O	O
1714	van	O	O
1715	documenten	395)|394)|(396)	O
1716	.	O	O
1717	Overzicht	(397	O
1718	website	O	O
1719	(	O	O
1720	s	397)|(398)	O
1721	)	O	O
1722	In	O	O
1723	uw	(399	O
1724	advies	399)	O
1725	verzoekt	O	O
1726	u	(400)	O
1727	ons	(401)	O
1728	ook	O	O
1729	de	(402	O
1730	website	O	O
1731	(	O	O
1732	s	402)|(403)	O
1733	)	O	O
1734	te	O	O
1735	verbeteren	O	O
1736	met	O	O
1737	als	O	O
1738	doel	(404)	O
1739	:	O	O
1740	ervoor	O	O
1741	zorgen	O	O
1742	dat	O	O
1743	alle	(405	O
1744	huidige	O	O
1745	én	O	O
1746	nieuwe	O	O
1747	verzoekers	405)	O
1748	kunnen	O	O
1749	zien	O	O
1750	wat	(406)	O
1751	al	O	O
1752	is	O	O
1753	gepubliceerd	O	O
1754	,	O	O
1755	en	O	O
1756	wat	(407)	O
1757	er	O	O
1758	nog	O	O
1759	aankomt	O	O
1760	.	O	O
1761	Reeds	(408	O
1762	gepubliceerde	O	O
1763	documenten	408)	O
1764	moeten	O	O
1765	beter	O	O
1766	doorzoekbaar	O	O
1767	worden	O	O
1768	.	O	O
1769	Op	O	O
1770	dit	(409	O
1771	moment	409)	O
1772	wordt	O	O
1773	gewerkt	O	O
1774	aan	O	O
1775	het	(410	O
1776	opbouwen	O	O
1777	van	O	O
1778	een	(411	O
1779	nieuwe	O	O
1780	website	411)|410)	O
1781	.	O	O
1782	We	(401)	O
1783	bevinden	O	O
1784	ons	(401)	O
1785	in	O	O
1786	fase	(412	O
1787	1	(413)	O
1788	waarin	O	O
1789	zal	O	O
1790	worden	O	O
1791	nagedacht	O	O
1792	over	O	O
1793	wat	O	O
1794	er	O	O
1795	precies	O	O
1796	allemaal	O	O
1797	op	O	O
1798	de	(411	O
1799	website	411)	O
1800	moet	O	O
1801	komen	412)	O
1802	.	O	O
1803	Deze	(414	O
1804	fase	414)	O
1805	zal	O	O
1806	duren	O	O
1807	tot	O	O
1808	juni	(415	O
1809	2023	415)|(416)	O
1810	.	O	O
1811	Tijdens	O	O
1812	fase	(417	O
1813	1	417)|(418)	O
1814	zal	O	O
1815	input	(419	O
1816	over	O	O
1817	de	(420	O
1818	bruikbaarheid	O	O
1819	van	O	O
1820	de	(411	O
1821	website	411)|420)|419)	O
1822	opgehaald	O	O
1823	worden	O	O
1824	bij	O	O
1825	verzoekers	(421)	O
1826	.	O	O
1827	Vanaf	O	O
1828	juni	(422)	O
1829	gaan	O	O
1830	we	(401)	O
1831	over	O	O
1832	tot	O	O
1833	fase	(423	O
1834	2	(424)	O
1835	waarin	O	O
1836	de	(411	O
1837	website	411)	O
1838	zal	O	O
1839	worden	O	O
1840	gebouwd	423)	O
1841	.	O	O
1842	Het	(425)	O
1843	is	O	O
1844	de	(426	O
1845	bedoeling	426)	O
1846	dat	O	O
1847	er	O	O
1848	begin	O	O
1849	september	(427	O
1850	2023	427)|(428)	O
1851	een	(411	O
1852	website	O	O
1853	staat	O	O
1854	waar	O	O
1855	documenten	(429	O
1856	van	O	O
1857	nieuwe	(430	O
1858	besluiten	430)|429)	O
1859	op	O	O
1860	kunnen	O	O
1861	worden	O	O
1862	gepubliceerd	411)	O
1863	.	O	O
1864	Gaandeweg	O	O
1865	zullen	O	O
1866	ook	O	O
1867	oude	(431	O
1868	documenten	431)	O
1869	op	O	O
1870	deze	(411	O
1871	website	411)	O
1872	worden	O	O
1873	geladen	O	O
1874	.	O	O
1875	Deze	(411	O
1876	website	411)	O
1877	zal	O	O
1878	dan	O	O
1879	nog	O	O
1880	worden	O	O
1881	verfijnd	O	O
1882	.	O	O
1883	Afspraken	O	O
1884	andere	(432	O
1885	partijen	432)	O
1886	Tot	O	O
1887	slot	(433)	O
1888	adviseert	O	O
1889	u	(434)	O
1890	algemene	(435	O
1891	afspraken	435)	O
1892	te	O	O
1893	maken	O	O
1894	met	O	O
1895	andere	(436	O
1896	ministeries	436)	O
1897	en	O	O
1898	met	O	O
1899	andere	(438|(437	O
1900	direct	O	O
1901	bij	O	O
1902	de	(439	O
1903	COVID-pandemie	439)	O
1904	betrokken	O	O
1905	bestuursorganen	437)	O
1906	en	O	O
1907	externe	(440	O
1908	betrokken	O	O
1909	partijen	440)|438)	O
1910	te	O	O
1911	maken	O	O
1912	over	O	O
1913	openbaarmaking	(441)	O
1914	,	O	O
1915	zodat	O	O
1916	Woo-verzoeken	(195)	O
1917	sneller	O	O
1918	-	O	O
1919	zonder	O	O
1920	hun	(442)|(443	O
1921	bezwaren	443)	O
1922	af	O	O
1923	te	O	O
1924	hoeven	O	O
1925	wachten	O	O
1926	-	O	O
1927	kunnen	O	O
1928	worden	O	O
1929	behandeld	O	O
1930	.	O	O
1931	Het	(444	O
1932	maken	O	O
1933	van	O	O
1934	dergelijke	(445	O
1935	algemene	O	O
1936	afspraken	O	O
1937	om	O	O
1938	het	(446	O
1939	proces	446)	O
1940	te	O	O
1941	versnellen	445)|444)	O
1942	is	O	O
1943	naar	O	O
1944	mijn	(447)|(448	O
1945	mening	448)	O
1946	in	O	O
1947	strijd	O	O
1948	met	O	O
1949	de	(449	O
1950	zorgvuldigheid	O	O
1951	die	O	O
1952	de	(450|(219	O
1953	Woo	219)	O
1954	van	O	O
1955	ons	450)|(451)	O
1956	vereist	449)	O
1957	.	O	O
1958	Artikel	(452	O
1959	4.4	O	O
1960	,	O	O
1961	derde	O	O
1962	lid	O	O
1963	,	O	O
1964	van	O	O
1965	de	(219	O
1966	Woo	219)|452)	O
1967	verplicht	O	O
1968	een	(453	O
1969	bestuursorgaan	453)	O
1970	uit	O	O
1971	oogpunt	(454	O
1972	van	O	O
1973	zorgvuldigheid	(455)|(456	O
1974	belanghebbenden	456)|454)	O
1975	in	O	O
1976	de	(457	O
1977	gelegenheid	O	O
1978	te	O	O
1979	stellen	O	O
1980	een	(458	O
1981	zienswijze	458)	O
1982	naar	O	O
1983	voren	O	O
1984	te	O	O
1985	brengen	457)	O
1986	.	O	O
1987	Deze	(459	O
1988	belanghebbenden	459)	O
1989	mag	O	O
1990	ik	(96)	O
1991	niet	O	O
1992	passeren	O	O
1993	met	O	O
1994	algemene	(461|(460	O
1995	afspraken	460)	O
1996	.	O	O
1997	Secretaris	(462	O
1998	Generaal	O	O
1999	/	O	O
2000	plv.	O	O
2001	Secretaris	O	B-PER
2002	Generaal	O	O
2003	Programmadirectie	O	O
2004	Openbaarheid	O	O
2005	Team	O	O
2006	F	O	O
2007	Kenmerk	O	O
2008	3598473-1048681-PDO	O	O
2009	Pagina	(463	O
2010	4	(464)	O
2011	van	O	O
2012	1	(465	O
2013	Advies	O	O
2014	2	465)|463)|(466)	O
2015	)	O	O
2016	over	O	O
2017	de	(467	O
2018	toepassing	O	O
2019	van	O	O
2020	de	(468	O
2021	i-grond	O	O
2022	Algemeen	468)|467)|462)|461)	O
2023	Uw	(469	O
2024	tweede	O	O
2025	punt	O	O
2026	in	O	O
2027	het	(470	O
2028	advies	470)|469)	O
2029	ziet	O	O
2030	op	O	O
2031	de	(471	O
2032	toepassing	O	O
2033	van	O	O
2034	de	(55	O
2035	i-grond	55)|471)	O
2036	.	O	O
2037	U	(472)	O
2038	adviseert	O	O
2039	de	O	O
2040	weigeringsgrond	O	O
2041	van	O	O
2042	artikel	O	O
2043	5.1	(473)	O
2044	,	O	O
2045	tweede	(474	O
2046	lid	474)	O
2047	,	O	O
2048	onder	O	O
2049	i	(475)	O
2050	,	O	O
2051	van	O	O
2052	de	(219	O
2053	Woo	219)	O
2054	(	O	O
2055	hierna	O	O
2056	:	O	O
2057	de	(476	O
2058	i-	O	O
2059	grond	476)	O
2060	)	O	O
2061	,	O	O
2062	ter	O	O
2063	bescherming	(477	O
2064	van	O	O
2065	het	(478	O
2066	goed	O	O
2067	functioneren	O	O
2068	van	O	O
2069	de	(479	O
2070	Staat	479)|478)|477)	O
2071	,	O	O
2072	spaarzaam	O	O
2073	toe	O	O
2074	te	O	O
2075	passen	O	O
2076	.	O	O
2077	Ik	(96)	O
2078	onderschrijf	O	O
2079	het	(480	O
2080	belang	O	O
2081	van	O	O
2082	het	(481	O
2083	zorgvuldig	O	O
2084	toepassen	O	O
2085	van	O	O
2086	deze	(482	O
2087	weigeringsgrond	482)|481)|480)	O
2088	.	O	O
2089	Inderdaad	O	O
2090	worden	O	O
2091	veel	(483	O
2092	documenten	483)	O
2093	geheel	O	O
2094	of	O	O
2095	gedeeltelijk	O	O
2096	geweigerd	O	O
2097	vanwege	O	O
2098	de	(484	O
2099	toepassing	O	O
2100	van	O	O
2101	de	(55	O
2102	i-grond	55)|484)	O
2103	.	O	O
2104	Deze	(485	O
2105	toepassing	485)	O
2106	blijkt	O	O
2107	niet	O	O
2108	in	O	O
2109	alle	(486	O
2110	gevallen	486)	O
2111	terecht	O	O
2112	.	O	O
2113	Zoals	O	O
2114	eerder	O	O
2115	genoemd	O	O
2116	blijft	O	O
2117	het	(487	O
2118	beoordelen	O	O
2119	van	O	O
2120	de	(483	O
2121	documenten	483)|487)	O
2122	arbeidsintensief	O	O
2123	.	O	O
2124	Het	(488	O
2125	beoordelen	488)	O
2126	gebeurt	O	O
2127	niet	O	O
2128	foutloos	O	O
2129	.	O	O
2130	Ik	(96)	O
2131	zie	O	O
2132	wel	O	O
2133	ruimte	(489	O
2134	voor	O	O
2135	verbetering	489)|(490)	O
2136	en	O	O
2137	zet	O	O
2138	de	(491	O
2139	komende	O	O
2140	periode	491)	O
2141	in	O	O
2142	op	O	O
2143	een	(492	O
2144	intensievere	O	O
2145	begeleiding	O	O
2146	en	O	O
2147	opleiding	O	O
2148	van	O	O
2149	de	(190	O
2150	juristen	190)|492)	O
2151	.	O	O
2152	Huidige	(493	O
2153	controles	493)	O
2154	worden	O	O
2155	getoetst	O	O
2156	en	O	O
2157	waar	O	O
2158	nodig	O	O
2159	verbeterd	O	O
2160	.	O	O
2161	Daarnaast	O	O
2162	zal	O	O
2163	op	O	O
2164	de	(494	O
2165	inventarislijst	O	O
2166	bij	O	O
2167	documenten	(495	O
2168	die	O	O
2169	geheel	O	O
2170	of	O	O
2171	gedeeltelijk	O	O
2172	zijn	O	O
2173	geweigerd	O	O
2174	onder	O	O
2175	toepassing	(496	O
2176	van	O	O
2177	de	(55	O
2178	i-grond	55)|496)|495)|494)	O
2179	,	O	O
2180	zo	O	O
2181	spoedig	O	O
2182	mogelijk	O	O
2183	een	(497	O
2184	verduidelijking	O	O
2185	komen	O	O
2186	te	O	O
2187	staan	O	O
2188	van	O	O
2189	deze	(498	O
2190	weigering	498)|497)	O
2191	.	O	O
2192	De	(499	O
2193	ministeries	O	O
2194	binnen	O	O
2195	de	(500	O
2196	Rijksoverheid	500)|499)	O
2197	hebben	O	O
2198	gezamenlijk	O	O
2199	voor	O	O
2200	alle	(501	O
2201	collega's	O	O
2202	van	O	O
2203	het	(502	O
2204	Rijk	502)|501)	O
2205	een	(503	O
2206	Woo-instructie	503)	O
2207	gemaakt	O	O
2208	.	O	O
2209	Het	(504)	O
2210	is	O	O
2211	van	O	O
2212	belang	(505)	O
2213	dat	O	O
2214	elk	(20	O
2215	ministerie	20)	O
2216	deze	(506	O
2217	instructie	506)	O
2218	in	O	O
2219	acht	O	O
2220	neemt	O	O
2221	.	O	O
2222	Op	O	O
2223	deze	(507	O
2224	manier	507)	O
2225	wordt	O	O
2226	geborgd	O	O
2227	dat	O	O
2228	Woo-verzoeken	(195)	O
2229	bij	O	O
2230	de	(500	O
2231	Rijksoverheid	500)	O
2232	op	O	O
2233	dezelfde	(508	O
2234	manier	508)	O
2235	worden	O	O
2236	behandeld	O	O
2237	.	O	O
2238	De	(503	O
2239	Rijksbrede	O	O
2240	Woo-instructie	503)	O
2241	is	O	O
2242	in	O	O
2243	lijn	O	O
2244	met	O	O
2245	de	(509	O
2246	Woo	O	O
2247	en	O	O
2248	geldende	O	O
2249	jurisprudentie	O	O
2250	van	O	O
2251	de	(510	O
2252	Afdeling	O	O
2253	Bestuursrechtspraak	O	O
2254	van	O	O
2255	de	(204	O
2256	Raad	O	O
2257	van	O	O
2258	State	204)|510)|509)	O
2259	.	O	O
2260	Daarbij	O	O
2261	heeft	O	O
2262	het	(20	O
2263	ministerie	O	O
2264	van	O	O
2265	VWS	20)|(511)	O
2266	met	O	O
2267	het	(512	O
2268	ministerie	O	O
2269	van	O	O
2270	Binnenlandse	(513	O
2271	Zaken	513)|512)	O
2272	de	(514	O
2273	juiste	O	O
2274	toepassing	O	O
2275	en	O	O
2276	interpretatie	O	O
2277	van	O	O
2278	de	(55	O
2279	i-grond	55)|514)	O
2280	besproken	O	O
2281	ter	O	O
2282	extra	(515	O
2283	waarborg	O	O
2284	van	O	O
2285	een	(516	O
2286	juiste	O	O
2287	toepassing	O	O
2288	in	O	O
2289	de	(517	O
2290	Woo-	O	O
2291	praktijk	517)|516)|515)	O
2292	.	O	O
2293	Ik	(96)	O
2294	merk	O	O
2295	hierbij	O	O
2296	op	O	O
2297	dat	O	O
2298	bij	O	O
2299	de	(518	O
2300	afhandeling	O	O
2301	van	O	O
2302	corona-gerelateerde	(160	O
2303	Woo-verzoeken	160)|518)	O
2304	de	(55	O
2305	i-grond	55)	O
2306	uitsluitend	O	O
2307	wordt	O	O
2308	toepast	O	O
2309	in	O	O
2310	gevallen	(519	O
2311	waarin	O	O
2312	vertrouwelijkheid	(520)	O
2313	voor	O	O
2314	een	(521	O
2315	langere	O	O
2316	tijd	521)	O
2317	noodzakelijk	O	O
2318	is	519)	O
2319	.	O	O
2320	Van	O	O
2321	de	(522	O
2322	mogelijkheid	O	O
2323	van	O	O
2324	een	(523	O
2325	tijdelijke	O	O
2326	afwijzing	O	O
2327	waaraan	O	O
2328	u	(524)	O
2329	in	O	O
2330	uw	(525	O
2331	advies	525)	O
2332	refereert	523)|522)	O
2333	heeft	O	O
2334	het	(20	O
2335	ministerie	O	O
2336	van	O	O
2337	VWS	20)|(20)	O
2338	derhalve	(526	O
2339	geen	(527	O
2340	gebruik	527)|526)	O
2341	gemaakt	O	O
2342	.	O	O
2343	Dit	(528)	O
2344	blijkt	O	O
2345	ook	O	O
2346	uit	O	O
2347	het	(529	O
2348	gegeven	O	O
2349	dat	O	O
2350	bij	O	O
2351	de	(530	O
2352	afhandeling	O	O
2353	van	O	O
2354	deze	(531	O
2355	Woo-verzoeken	531)|530)	O
2356	de	(532	O
2357	stukken	532)	O
2358	worden	O	O
2359	geïnventariseerd	O	O
2360	en	O	O
2361	beoordeeld	529)	O
2362	.	O	O
2363	In	O	O
2364	geval	O	O
2365	van	O	O
2366	een	(533	O
2367	tijdelijke	O	O
2368	afwijzing	O	O
2369	hangende	O	O
2370	een	(534	O
2371	crisis	534)|533)	O
2372	zou	O	O
2373	dat	(535)	O
2374	pas	O	O
2375	na	O	O
2376	afloop	(536	O
2377	van	O	O
2378	de	(534	O
2379	crisis	534)|536)	O
2380	gedaan	O	O
2381	worden	O	O
2382	.	O	O
2383	Dit	(537)	O
2384	is	O	O
2385	niet	O	O
2386	aan	O	O
2387	de	(538	O
2388	orde	538)	O
2389	.	O	O
2390	Ik	(96)	O
2391	zal	O	O
2392	hieronder	O	O
2393	eerst	O	O
2394	ingaan	O	O
2395	op	O	O
2396	de	(539	O
2397	omgang	O	O
2398	met	O	O
2399	concepten	539)|(540)	O
2400	.	O	O
2401	Daarna	O	O
2402	zal	O	O
2403	ik	(96)	O
2404	ingaan	O	O
2405	op	O	O
2406	de	(541	O
2407	omgang	O	O
2408	met	O	O
2409	OMT-documenten	(542)|(543	O
2410	en	O	O
2411	andere	(544	O
2412	wetenschappelijke	O	O
2413	documenten	O	O
2414	van	O	O
2415	het	(226	O
2416	RIVM	226)|544)|543)|541)	O
2417	.	O	O
2418	Concepten	(545)	O
2419	In	O	O
2420	uw	(546	O
2421	advies	546)	O
2422	roept	O	O
2423	u	(547)	O
2424	op	O	O
2425	om	O	O
2426	meer	(548	O
2427	concepten	548)	O
2428	al	O	O
2429	dan	O	O
2430	niet	O	O
2431	gedeeltelijk	O	O
2432	openbaar	O	O
2433	te	O	O
2434	maken	O	O
2435	en	O	O
2436	in	O	O
2437	het	(549	O
2438	bijzonder	549)	O
2439	om	O	O
2440	bij	O	O
2441	concepten	(545)	O
2442	een	(550	O
2443	nadere	O	O
2444	toelichting	550)	O
2445	te	O	O
2446	geven	O	O
2447	(	O	O
2448	dat	O	O
2449	de	(551	O
2450	informatie	551)	O
2451	niet	O	O
2452	noodzakelijk	O	O
2453	juist	O	O
2454	of	O	O
2455	volledig	O	O
2456	is	O	O
2457	)	O	O
2458	en	O	O
2459	te	O	O
2460	verwijzen	O	O
2461	naar	O	O
2462	documenten	(552	O
2463	die	O	O
2464	wel	O	O
2465	de	(553	O
2466	juiste	O	O
2467	informatie	553)	O
2468	bevatten	552)	O
2469	.	O	O
2470	Dit	(554	O
2471	onderdeel	O	O
2472	van	O	O
2473	uw	(555	O
2474	advies	555)|554)	O
2475	neem	O	O
2476	ik	(96)	O
2477	niet	O	O
2478	over	O	O
2479	.	O	O
2480	In	O	O
2481	de	(556	O
2482	fase	O	O
2483	waarin	O	O
2484	het	(557	O
2485	besluit	557)	O
2486	nog	O	O
2487	vorm	(558)	O
2488	moet	O	O
2489	krijgen	556)	O
2490	,	O	O
2491	moet	O	O
2492	er	O	O
2493	ruimte	(559)|(560	O
2494	zijn	O	O
2495	om	O	O
2496	concepten	(561)|(562	O
2497	en	O	O
2498	gedachten	562)|(563)	O
2499	met	O	O
2500	elkaar	(562)	O
2501	uit	O	O
2502	te	O	O
2503	wisselen	560)	O
2504	.	O	O
2505	Dit	(564	O
2506	belang	564)	O
2507	weeg	O	O
2508	ik	(96)	O
2509	zwaarder	O	O
2510	dan	O	O
2511	het	(565	O
2512	belang	O	O
2513	van	O	O
2514	openbaarmaking	565)|(566)	O
2515	.	O	O
2516	Het	(20	O
2517	ministerie	O	O
2518	van	O	O
2519	VWS	20)|(20)	O
2520	volgt	O	O
2521	hierbij	O	O
2522	de	(567	O
2523	Rijksbrede	O	O
2524	Woo-instructie	567)	O
2525	.	O	O
2526	Artikel	(568	O
2527	2.4	(569)	O
2528	,	O	O
2529	vijfde	(570	O
2530	lid	570)	O
2531	,	O	O
2532	van	O	O
2533	de	(219	O
2534	Woo	219)|568)	O
2535	is	O	O
2536	opgenomen	O	O
2537	ter	O	O
2538	voorkoming	(571	O
2539	van	O	O
