	token	coref	ner
1311	de	(17	O
1312	NCTV	17)|322)	O
1313	is	O	O
1314	vastgelegd	321)|318)	O
1315	,	O	O
1316	is	O	O
1317	gebaseerd	O	O
1318	op	O	O
1319	artikel	O	O
1320	3	(323)|(324	O
1321	,	O	O
1322	tweede	(325	O
1323	lid	325)|324)	O
1324	,	O	O
1325	van	O	O
1326	het	(327|(326	O
1327	Coördinatiebesluit	O	O
1328	organisatie	O	O
1329	,	O	O
1330	bedrijfsvoering	O	O
1331	en	O	O
1332	informatiesyste-	O	O
1333	men	O	O
1334	rijksdienst	326)	O
1335	,	O	O
1336	dat	O	O
1337	weer	O	O
1338	zijn	(328)|(329	O
1339	grondslag	329)	O
1340	vindt	O	O
1341	in	O	O
1342	artikel	(330	O
1343	44	(331)	O
1344	van	O	O
1345	de	(332	O
1346	Grondwet	332)	O
1347	(	O	O
1348	dat	O	O
1349	de	(333	O
1350	instelling	O	O
1351	van	O	O
1352	ministeries	333)|(334)	O
1353	regelt	330)|327)	O
1354	)	O	O
1355	.	O	O
1356	Het	(335	O
1357	oordeel	335)	O
1358	was	O	O
1359	dat	O	O
1360	de	(336	O
1361	taak	O	O
1362	internationaalrechtelijk	O	O
1363	terug	O	O
1364	te	O	O
1365	voeren	O	O
1366	was	O	O
1367	op	O	O
1368	de	(337	O
1369	taak	O	O
1370	voor	O	O
1371	de	(17	O
1372	NCTV	17)|337)|336)	O
1373	ook	O	O
1374	terug	O	O
1375	te	O	O
1376	voeren	O	O
1377	was	O	O
1378	op	O	O
1379	de	(338	O
1380	op	O	O
1381	de	(339	O
1382	Nederlandse	O	O
1383	staat	339)	O
1384	rustende	O	O
1385	verplichting	O	O
1386	om	O	O
1387	het	(340	O
1388	recht	O	O
1389	op	O	O
1390	veiligheid	340)|(341)	O
1391	te	O	O
1392	verwezenlijken	338)	O
1393	en	O	O
1394	de	(342	O
1395	volkenrechtelijke	O	O
1396	verplichting	O	O
1397	om	O	O
1398	terrorisme	(276)	O
1399	te	O	O
1400	bestrijden	O	O
1401	(	O	O
1402	o.a.	(344|(343	O
1403	Handvest	O	O
1404	Verenigde	O	O
1405	Naties	343)	O
1406	en	O	O
1407	Raad	(345	O
1408	van	O	O
1409	Europa-verdragen	345)|344)|342)	O
1410	)	O	O
1411	.	O	O
1412	Met	(346	O
1413	name	O	O
1414	artikel	O	O
1415	2	O	O
1416	EVRM	346)	O
1417	brengt	O	O
1418	diverse	(347	O
1419	positieve	O	O
1420	verplichtingen	O	O
1421	mee	O	O
1422	voor	O	O
1423	de	(339	O
1424	Staat	339)|347)	O
1425	.	O	O
1426	Op	O	O
1427	grond	O	O
1428	van	O	O
1429	diverse	(348	O
1430	consultaties	348)	O
1431	is	O	O
1432	het	(350|(349	O
1433	standpunt	O	O
1434	dat	O	O
1435	er	O	O
1436	voldoende	(351	O
1437	grondslag	O	O
1438	was	O	O
1439	voor	O	O
1440	voornoemde	(352	O
1441	activiteiten	352)|351)	O
1442	inmiddels	O	O
1443	verlaten	349)	O
1444	en	O	O
1445	is	O	O
1446	de	(353	O
1447	internetmonitoring	O	O
1448	zoals	O	O
1449	die	(354)	O
1450	plaatsvonden	353)|350)	O
1451	onmiddellijk	O	O
1452	gestaakt	O	O
1453	.	O	O
1454	Mijn	(355)|(201	O
1455	ambtsvoorganger	201)	O
1456	was	O	O
1457	van	O	O
1458	oordeel	O	O
1459	dat	O	O
1460	er	O	O
1461	geen	(356	O
1462	twijfel	O	O
1463	mag	O	O
1464	bestaan	O	O
1465	over	O	O
1466	een	(357	O
1467	dergelijke	O	O
1468	grondslag	357)|356)	O
1469	en	O	O
1470	heeft	O	O
1471	daarom	O	O
1472	het	(358	O
1473	traject	358)	O
1474	ingezet	O	O
1475	om	O	O
1476	te	O	O
1477	komen	O	O
1478	tot	O	O
1479	een	(359	O
1480	wet	O	O
1481	waarin	O	O
1482	definitief	O	O
1483	wordt	O	O
1484	geregeld	O	O
1485	wat	(360)	O
1486	de	(17	O
1487	NCTV	17)	O
1488	wel	O	O
1489	en	O	O
1490	vooral	O	O
1491	ook	O	O
1492	niet	O	O
1493	mag	359)	O
1494	.	O	O
1495	Ik	(355)	O
1496	deel	O	O
1497	het	(361	O
1498	oordeel	O	O
1499	van	O	O
1500	mijn	(355)|(362	O
1501	voorganger	362)|361)	O
1502	en	O	O
1503	ben	O	O
1504	daarom	O	O
1505	ook	O	O
1506	van	O	O
1507	mening	O	O
1508	dat	O	O
1509	een	(363	O
1510	nieuwe	O	O
1511	wet	363)	O
1512	noodzakelijk	O	O
1513	is	O	O
1514	.	O	O
1515	Vraag	(364	O
1516	12	364)|(365)	O
1517	Op	O	O
1518	welke	(366	O
1519	wijze	366)	O
1520	is	O	O
1521	bij	O	O
1522	het	(367	O
1523	monitoren	O	O
1524	van	O	O
1525	kopstukken	(368	O
1526	van	O	O
1527	politieke	(370|(369	O
1528	partijen	369)	O
1529	en	O	O
1530	parlementariërs	370)|368)|367)|(371)	O
1531	zorg	O	O
1532	gedragen	O	O
1533	dat	O	O
1534	aan	O	O
1535	de	(372	O
1536	vereisten	O	O
1537	van	O	O
1538	artikel	(373	O
1539	8	(374)	O
1540	van	O	O
1541	het	(376|(375	O
1542	Europees	O	O
1543	Verdrag	O	O
1544	voor	O	O
1545	de	(377	O
1546	Rechten	O	O
1547	van	O	O
1548	de	O	O
1549	Mens	377)|375)	O
1550	(	O	O
1551	EVRM	376)|373)|372)|(375)	O
1552	)	O	O
1553	voldaan	O	O
1554	is	O	O
1555	,	O	O
1556	voor	O	O
1557	het	(378	O
1558	monitoren	O	O
1559	van	O	O
1560	personen	(379)	O
1561	in	O	O
1562	de	(380	O
1563	context	O	O
1564	van	O	O
1565	de	(381	O
1566	nationale	O	O
1567	veiligheid	381)|380)|378)	O
1568	?	O	O
1569	Tweede	(382	O
1570	Kamer	382)	O
1571	,	O	O
1572	vergaderjaar	(383	O
1573	2021–2022	383)|(384)	O
1574	,	O	O
1575	Aanhangsel	(385	O
1576	3	(386)	O
1577	Antwoord	O	O
1578	12	(387)|(388	O
1579	Politici	388)|385)	O
1580	zijn	O	O
1581	,	O	O
1582	los	O	O
1583	van	O	O
1584	de	(390|(389	O
1585	bewaken-	389)	O
1586	en	O	O
1587	beveilgentaak	390)	O
1588	,	O	O
1589	niet	O	O
1590	gemonitord	O	O
1591	,	O	O
1592	maar	O	O
1593	komen	O	O
1594	zoals	O	O
1595	eerder	O	O
1596	gesteld	O	O
1597	wel	O	O
1598	voor	O	O
1599	in	O	O
1600	het	O	O
1601	kader	O	O
1602	van	O	O
1603	onderzoeken	(391	O
1604	naar	O	O
1605	trends	O	O
1606	en	O	O
1607	fenomenen	(392	O
1608	op	O	O
1609	het	O	O
1610	gebied	O	O
1611	van	O	O
1612	de	(393	O
1613	nationale	O	O
1614	veiligheid	393)|392)|391)	O
1615	.	O	O
1616	Persoonsge-	(394	O
1617	gevens	394)	O
1618	worden	O	O
1619	beschermd	O	O
1620	als	O	O
1621	een	(395	O
1622	onderdeel	O	O
1623	van	O	O
1624	de	(396	O
1625	persoonlijke	O	O
1626	levenssfeer	396)	O
1627	in	O	O
1628	de	(397	O
1629	zin	O	O
1630	van	O	O
1631	artikel	(398	O
1632	10	(399)	O
1633	van	O	O
1634	de	(400	O
1635	Grondwet	400)|398)|397)|395)	O
1636	en	O	O
1637	als	O	O
1638	onderdeel	(401	O
1639	van	O	O
1640	het	(402	O
1641	privéleven	402)	O
1642	in	O	O
1643	de	(403	O
1644	zin	O	O
1645	van	O	O
1646	artikel	(405|(404	O
1647	8	(406)	O
1648	van	O	O
1649	het	(375	O
1650	EVRM	375)|404)	O
1651	en	O	O
1652	artikel	(407	O
1653	17	(408)	O
1654	van	O	O
1655	het	(410|(409	O
1656	Internationaal	O	O
1657	verdrag	O	O
1658	inzake	O	O
1659	burgerlijke	(411	O
1660	en	O	O
1661	politieke	O	O
1662	rechten	411)|409)	O
1663	(	O	O
1664	IVBPR	410)|407)|405)|403)|401)|(409)	O
1665	)	O	O
1666	.	O	O
1667	Een	(413|(412	O
1668	inmenging	O	O
1669	in	O	O
1670	het	(414	O
1671	recht	O	O
1672	op	O	O
1673	privéleven	414)|412)|(415)	O
1674	zoals	O	O
1675	neergelegd	O	O
1676	in	O	O
1677	artikel	(416	O
1678	8	(417)|(418	O
1679	EVRM	418)|416)|413)	O
1680	is	O	O
1681	te	O	O
1682	rechtvaardigen	O	O
1683	wanneer	O	O
1684	die	(419	O
1685	inmenging	419)	O
1686	een	(420	O
1687	legitiem	O	O
1688	doel	420)	O
1689	dient	O	O
1690	,	O	O
1691	bij	O	O
1692	wet	(421)	O
1693	is	O	O
1694	voorzien	O	O
1695	en	O	O
1696	noodzakelijk	O	O
1697	moet	O	O
1698	is	O	O
1699	in	O	O
1700	een	(422	O
1701	democratische	O	O
1702	samenleving	422)	O
1703	.	O	O
1704	Hieruit	O	O
1705	volgt	O	O
1706	dat	O	O
1707	de	(423	O
1708	maatregel	423)	O
1709	moet	O	O
1710	bijdragen	O	O
1711	aan	O	O
1712	een	(424	O
1713	dringende	O	O
1714	maatschappelijke	O	O
1715	behoefte	O	O
1716	(	O	O
1717	pressing	(425	O
1718	social	O	O
1719	need	425)|424)	O
1720	)	O	O
1721	en	O	O
1722	proportioneel	O	O
1723	moet	O	O
1724	zijn	O	O
1725	.	O	O
1726	De	(339	O
1727	staat	339)	O
1728	moet	O	O
1729	de	(426	O
1730	publieke	O	O
1731	belangen	426)	O
1732	afwegen	O	O
1733	tegen	O	O
1734	die	(427	O
1735	van	O	O
1736	de	(428	O
1737	individu	428)|427)	O
1738	en	O	O
1739	daarin	O	O
1740	een	(429	O
1741	eerlijke	O	O
1742	balans	429)	O
1743	vinden	O	O
1744	.	O	O
1745	Zoals	O	O
1746	blijkt	O	O
1747	uit	O	O
1748	het	(430	O
1749	antwoord	O	O
1750	op	O	O
1751	vraag	(431	O
1752	10	431)|430)|(432)	O
1753	was	O	O
1754	lange	(433	O
1755	tijd	433)	O
1756	de	(434	O
1757	heersende	O	O
1758	opvatting	O	O
1759	dat	O	O
1760	er	O	O
1761	voldoende	(435	O
1762	juridische	O	O
1763	basis	O	O
1764	bestond	O	O
1765	–	O	O
1766	op	O	O
1767	basis	O	O
1768	van	O	O
1769	het	(96	O
1770	Organisatiebesluit	O	O
1771	JenV	96)	O
1772	–	O	O
1773	voor	O	O
1774	de	(436	O
1775	verwerking	O	O
1776	van	O	O
1777	persoonsgegevens	(437	O
1778	door	O	O
1779	de	(17	O
1780	NCTV	17)|437)|436)|435)|434)	O
1781	.	O	O
1782	Daarmee	O	O
1783	werd	O	O
1784	verondersteld	O	O
1785	te	O	O
1786	hebben	O	O
1787	voldaan	O	O
1788	aan	O	O
1789	het	(439|(438	O
1790	vereiste	O	O
1791	van	O	O
1792	legimiteit	438)|(440)	O
1793	en	O	O
1794	het	(441	O
1795	vereiste	O	O
1796	van	O	O
1797	voorzienbaarheid	441)|439)|(442)	O
1798	.	O	O
1799	Daarnaast	O	O
1800	werden	O	O
1801	de	(443	O
1802	werkzaamheden	O	O
1803	van	O	O
1804	de	(17	O
1805	NCTV	17)|443)	O
1806	steeds	O	O
1807	beschouwd	O	O
1808	ter	O	O
1809	uitoefening	O	O
1810	van	O	O
1811	een	(444	O
1812	taak	O	O
1813	van	O	O
1814	algemeen	(445	O
1815	belang	445)|444)	O
1816	:	O	O
1817	het	(447|(446	O
1818	versterken	O	O
1819	van	O	O
1820	de	(448	O
1821	nationale	O	O
1822	veiligheid	448)|446)	O
1823	en	O	O
1824	het	(449	O
1825	bevorderen	O	O
1826	van	O	O
1827	de	(450	O
1828	identificatie	O	O
1829	en	O	O
1830	de	(451	O
1831	analyse	O	O
1832	van	O	O
1833	dreigingen	(452	O
1834	en	O	O
1835	risico’s	(453	O
1836	op	O	O
1837	het	O	O
1838	gebied	O	O
1839	van	O	O
1840	terrorisme	(454)|(455	O
1841	en	O	O
1842	nationale	(456	O
1843	veiligheid	456)|455)|453)|452)|451)|450)|449)|447)	O
1844	.	O	O
1845	Waarmee	O	O
1846	werd	O	O
1847	voldaan	O	O
1848	aan	O	O
1849	het	(457	O
1850	vereiste	O	O
1851	van	O	O
1852	het	(458	O
1853	nastreven	O	O
1854	van	O	O
1855	een	(459	O
1856	legitiem	O	O
1857	doel	459)|458)|457)	O
1858	.	O	O
1859	Deze	(460	O
1860	werkzaamhe-	O	O
1861	den	460)	O
1862	werden	O	O
1863	bovendien	O	O
1864	noodzakelijk	O	O
1865	geacht	O	O
1866	in	O	O
1867	de	(75	O
1868	democratische	O	O
1869	Nederlandse	O	O
1870	samenleving	75)	O
1871	.	O	O
1872	Voor	O	O
1873	wat	O	O
1874	betreft	O	O
1875	politici	(143)	O
1876	speelde	O	O
1877	daarbij	O	O
1878	tevens	O	O
1879	een	(461	O
1880	rol	461)	O
1881	dat	O	O
1882	wanneer	O	O
1883	zij	(143)	O
1884	zich	(143)	O
1885	met	O	O
1886	bepaalde	(462	O
1887	politieke	O	O
1888	opvattingen	462)	O
1889	in	O	O
1890	de	(463	O
1891	publiciteit	463)	O
1892	profileren	O	O
1893	(	O	O
1894	in	O	O
1895	de	(187	O
1896	media	187)	O
1897	of	O	O
1898	op	O	O
1899	hun	(143)|(464	O
1900	eigen	O	O
1901	social	O	O
1902	media	464)	O
1903	)	O	O
1904	zij	(143)	O
1905	hiermee	O	O
1906	kennelijk	O	O
1907	de	(465	O
1908	intentie	O	O
1909	hadden	O	O
1910	om	O	O
1911	dit	(466)	O
1912	openbaar	O	O
1913	te	O	O
1914	maken	465)	O
1915	.	O	O
1916	Daarbij	O	O
1917	werd	O	O
1918	steeds	O	O
1919	een	(467	O
1920	balans	O	O
1921	gezocht	O	O
1922	tussen	O	O
1923	het	(468	O
1924	belang	O	O
1925	van	O	O
1926	een	(469	O
1927	effectieve	O	O
1928	bescherming	O	O
1929	van	O	O
1930	de	(470	O
1931	persoon-	O	O
1932	lijke	O	O
1933	levenssfeer	O	O
1934	van	O	O
1935	burgers	(471)	O
1936	(	O	O
1937	incuslief	(472	O
1938	politici	472)|470)|469)|468)|467)|(473)	O
1939	)	O	O
1940	en	O	O
1941	het	(474	O
1942	belang	O	O
1943	bij	O	O
1944	een	(475	O
1945	adequate	O	O
1946	bescherming	O	O
1947	van	O	O
1948	de	(476	O
1949	nationale	O	O
1950	veiligheid	476)	O
1951	voor	O	O
1952	wat	O	O
1953	betreft	O	O
1954	de	(477	O
1955	EVRM-vereisten	477)|475)|474)	O
1956	.	O	O
1957	Desondanks	O	O
1958	hadden	O	O
1959	,	O	O
1960	zoals	O	O
1961	eerder	O	O
1962	aangegeven	O	O
1963	,	O	O
1964	meningen	(478	O
1965	en	O	O
1966	normatieve	(479	O
1967	stellingnames	O	O
1968	over	O	O
1969	Kamerleden	479)|478)|(135)	O
1970	achterwege	O	O
1971	moeten	O	O
1972	blijven	O	O
1973	.	O	O
1974	Vraag	(480	O
1975	13	480)|(481)	O
1976	Zijn	O	O
1977	er	O	O
1978	naast	O	O
1979	het	(482	O
1980	volgen	O	O
1981	van	O	O
1982	online	(483	O
1983	activiteiten	483)|482)	O
1984	nog	O	O
1985	andere	(484	O
1986	manieren	O	O
1987	geweest	O	O
1988	waarop	O	O
1989	de	(17	O
1990	NCTV	17)	O
1991	vertegenwoordigers	(485	O
1992	van	O	O
1993	politieke	(149	O
1994	partijen	149)|485)	O
1995	heeft	O	O
1996	onderzocht	484)	O
1997	?	O	O
1998	Antwoord	O	O
1999	13	(486)	O
2000	Zoals	O	O
2001	reeds	O	O
2002	genoemd	O	O
2003	in	O	O
2004	de	(487	O
2005	beantwoording	O	O
2006	van	O	O
2007	vraag	(488	O
2008	9	488)|487)|(489)	O
2009	is	O	O
2010	er	O	O
2011	is	O	O
2012	geen	(490	O
2013	andersoortige	O	O
2014	persoonsgebonden	O	O
2015	informatie	O	O
2016	over	O	O
2017	politici	490)|(143)	O
2018	verzameld	O	O
2019	dan	O	O
2020	zoals	O	O
2021	opgenomen	O	O
2022	in	O	O
2023	de	(491	O
2024	Weekberichten	491)	O
2025	.	O	O
2026	Voor	O	O
2027	de	O	O
2028	volledigheid	O	O
2029	nogmaals	O	O
2030	het	(492	O
2031	volgende	O	O
2032	,	O	O
2033	conform	O	O
2034	het	(166	O
2035	stelsel	O	O
2036	Bewaken	O	O
2037	en	O	O
2038	Beveiligen	166)|492)	O
2039	treft	O	O
2040	de	(17	O
2041	NCTV	17)	O
2042	op	O	O
2043	basis	O	O
2044	van	O	O
2045	dreiging	(493)|(494	O
2046	en	O	O
2047	risico	494)|(495)	O
2048	,	O	O
2049	adequate	(496	O
2050	beveili-	O	O
2051	gingsmaatregelen	O	O
2052	van	O	O
2053	o.a.	(497	O
2054	nationale	O	O
2055	politici	O	O
2056	(	O	O
2057	bewindspersonen	(498)|(499	O
2058	,	O	O
2059	Kamerleden	499)|497)|496)|(500)	O
2060	)	O	O
2061	.	O	O
2062	In	O	O
2063	dit	(501	O
2064	kader	501)	O
2065	ontvangt	O	O
2066	de	(17	O
2067	NCTV	17)	O
2068	dreigingsinformatie	(502	O
2069	van	O	O
2070	de	(504|(503	O
2071	Politie	503)	O
2072	,	O	O
2073	AIVD	(505)	O
2074	en	O	O
2075	MIV	(506	O
2076	D	506)|504)|502)	O
2077	.	O	O
2078	De	(507	O
2079	verwerking	O	O
2080	van	O	O
2081	persoonsgegevens	(508	O
2082	binnen	O	O
2083	het	(166	O
2084	stelsel	O	O
2085	Bewaken	O	O
2086	en	O	O
2087	Beveiligen	166)|508)|507)	O
2088	vindt	O	O
2089	plaats	O	O
2090	op	O	O
2091	basis	O	O
2092	van	O	O
2093	de	(171	O
2094	Politiewet	171)	O
2095	.	O	O
2096	Vraag	(509	O
2097	14	509)|(510)	O
2098	Met	O	O
2099	wie	(511)	O
2100	is	O	O
2101	de	(512	O
2102	informatie	O	O
2103	van	O	O
2104	de	(17	O
2105	NCTV	17)|512)	O
2106	gedeeld	O	O
2107	?	O	O
2108	Met	O	O
2109	welke	(514|(513	O
2110	afdelingen	O	O
2111	van	O	O
2112	de	(503	O
2113	politie	503)|513)	O
2114	en	O	O
2115	met	O	O
2116	welke	(515	O
2117	gemeenten	515)|514)	O
2118	?	O	O
2119	Met	O	O
2120	welke	(518|(517|(516	O
2121	andere	O	O
2122	organisaties	516)	O
2123	en	O	O
2124	personen	517)	O
2125	,	O	O
2126	in	O	O
2127	binnen-	(519	O
2128	en	O	O
2129	buitenland	519)|518)|(520)	O
2130	?	O	O
2131	Betreft	O	O
2132	dit	(521)	O
2133	ook	O	O
2134	ministeries	(522)|(523	O
2135	,	O	O
2136	en/of	O	O
2137	al	O	O
2138	dan	O	O
2139	niet	O	O
2140	buitenlandse	O	O
2141	inlichtingendiensten	523)	O
2142	?	O	O
2143	Antwoord	O	O
2144	14	(524	O
2145	De	O	O
2146	Weekberichten	524)	O
2147	werden	O	O
2148	verzonden	O	O
2149	aan	O	O
2150	ketenpartners	(525	O
2151	van	O	O
2152	de	(526|(17	O
2153	NCTV	17)	O
2154	binnen	O	O
2155	de	(527	O
2156	nationale	O	O
2157	en	O	O
2158	lokale	O	O
2159	overheid	527)|526)|525)	O
2160	.	O	O
2161	Daartoe	O	O
2162	behoren	O	O
2163	diverse	(528	O
2164	afdelingen	O	O
2165	van	O	O
2166	de	(503	O
2167	Politie	503)	O
2168	,	O	O
2169	de	(529	O
2170	I&V-diensten	529)	O
2171	,	O	O
2172	ministeries	(530)	O
2173	en	O	O
2174	diverse	(531	O
2175	gemeenten	O	O
2176	met	O	O
2177	wie	(532)	O
2178	de	(17	O
2179	NCTV	17)	O
2180	contacten	(533)	O
2181	onderhoudt	531)|528)	O
2182	.	O	O
2183	De	(534	O
2184	Weekberichten	534)	O
2185	zijn	O	O
2186	niet	O	O
2187	op	O	O
2188	basis	O	O
2189	van	O	O
2190	formele	(535	O
2191	afspraken	535)	O
2192	gedeeld	O	O
2193	met	O	O
2194	buitenlandse	(536	O
2195	inlichtingendiensten	536)	O
2196	,	O	O
2197	maar	O	O
2198	wel	O	O
2199	met	O	O
2200	enkele	(538|(537	O
2201	individuele	O	O
2202	medewer-	O	O
2203	Tweede	O	O
2204	Kamer	537)	O
2205	,	O	O
2206	vergaderjaar	(539	O
2207	2021–2022	539)|(540)	O
2208	,	O	O
2209	Aanhangsel	(541	O
2210	4	O	O
2211	kers	O	O
2212	van	O	O
2213	veiligheidsorganisaties	541)|538)|(542)	O
2214	.	O	O
2215	2	O	O
2216	Dit	(543)	O
2217	was	O	O
2218	op	O	O
2219	basis	O	O
2220	van	O	O
2221	onderlinge	(544	O
2222	contacten	O	O
2223	tussen	O	O
2224	medewerkers	544)|(545)	O
2225	,	O	O
2226	en	O	O
2227	de	(546	O
2228	verzendlijst	O	O
2229	van	O	O
2230	de	(547	O
2231	Weekberichten	547)|546)	O
2232	is	O	O
2233	in	O	O
2234	de	(548	O
2235	loop	O	O
2236	der	(549	O
2237	jaren	549)|548)	O
2238	op	O	O
2239	die	(550	O
2240	manier	550)	O
2241	geleidelijk	O	O
2242	gegroeid	O	O
2243	.	O	O
2244	Dit	(551)	O
2245	is	O	O
2246	met	O	O
2247	name	O	O
2248	zo	O	O
2249	gegroeid	O	O
2250	omdat	O	O
2251	buitenlandse	(552	O
2252	partners	552)	O
2253	graag	O	O
2254	meer	(553)|(554	O
2255	wilden	O	O
2256	weten	O	O
2257	over	O	O
2258	de	(555	O
2259	jihadistische	O	O
2260	dreiging	O	O
2261	in	O	O
2262	Nederland	555)|554)|(51)	O
2263	.	O	O
2264	De	(556	O
2265	achtergrond	O	O
2266	hiervan	556)	O
2267	was	O	O
2268	het	(557	O
2269	vergroten	O	O
2270	van	O	O
2271	de	(558	O
2272	internationale	O	O
2273	kennispositie	O	O
2274	op	O	O
2275	de	(559	O
2276	ontwikkeling	O	O
2277	van	O	O
2278	het	(560	O
2279	Jihadisme	560)|559)|558)|557)	O
2280	.	O	O
2281	De	(534	O
2282	Weekberichten	534)	O
2283	zijn	O	O
2284	overigens	O	O
2285	altijd	O	O
2286	in	O	O
2287	het	(561	O
2288	Nederlands	561)	O
2289	geschreven	O	O
2290	en	O	O
2291	nooit	O	O
2292	vertaald	O	O
2293	.	O	O
2294	Vraag	(562	O
2295	15	562)	O
2296	Welke	(563	O
2297	gevolgen	563)	O
2298	heeft	O	O
2299	dit	(564)	O
2300	gehad	O	O
2301	?	O	O
2302	Welke	(565	O
2303	acties	565)	O
2304	zijn	O	O
2305	ondernomen	O	O
2306	door	O	O
2307	andere	(566	O
2308	partijen	566)	O
2309	op	O	O
2310	basis	O	O
2311	van	O	O
2312	deze	(567	O
2313	informatie	567)	O
2314	?	O	O
2315	Indien	O	O
2316	dit	(568)	O
2317	onbekend	O	O
2318	is	O	O
2319	,	O	O
2320	bent	O	O
2321	u	(569)	O
2322	bereid	O	O
2323	hier	O	O
2324	onderzoek	(570)	O
2325	naar	O	O
2326	te	O	O
2327	doen	O	O
2328	?	O	O
2329	Zo	O	O
2330	ja	O	O
2331	,	O	O
2332	op	O	O
2333	welke	(571	O
2334	wijze	571)	O
2335	en	O	O
2336	met	O	O
2337	welk	(572	O
2338	tijdspad	572)	O
2339	?	O	O
2340	Zo	O	O
2341	nee	O	O
2342	,	O	O
2343	waarom	O	O
2344	niet	O	O
2345	?	O	O
2346	Antwoord	O	O
2347	15	(573)	O
2348	De	(534	O
2349	Weekberichten	534)	O
2350	zijn	O	O
2351	gedurende	O	O
2352	langere	(574	O
2353	tijd	574)	O
2354	naar	O	O
2355	verschillende	(576|(575	O
2356	organisaties	575)	O
2357	en	O	O
2358	partners	576)	O
2359	verzonden	O	O
2360	.	O	O
2361	Het	(577)	O
2362	is	O	O
2363	niet	O	O
2364	mogelijk	O	O
2365	om	O	O
2366	te	O	O
2367	achterhalen	O	O
2368	of	O	O
2369	in	O	O
2370	een	(578	O
2371	enkel	O	O
2372	geval	578)	O
2373	actie	(579)	O
2374	is	O	O
2375	ondernomen	O	O
2376	door	O	O
2377	partijen	(580)	O
2378	op	O	O
2379	basis	O	O
2380	van	O	O
2381	deze	(581	O
2382	informatie	581)	O
2383	.	O	O
2384	Eventuele	(582	O
2385	ondernomen	O	O
2386	acties	582)	O
2387	zou	O	O
2388	ik	(355)	O
2389	ook	O	O
2390	onwenselijk	O	O
2391	vinden	O	O
2392	.	O	O
2393	Daarnaast	O	O
2394	benadruk	O	O
2395	ik	(355)	O
2396	ook	O	O
2397	dat	O	O
2398	reeds	O	O
2399	eerder	O	O
2400	besloten	O	O
2401	is	O	O
2402	om	O	O
2403	het	(583	O
2404	opstellen	O	O
2405	en	O	O
2406	verzenden	O	O
2407	van	O	O
2408	de	(584	O
2409	weekberichten	584)|583)	O
2410	te	O	O
2411	staken	O	O
2412	.	O	O
2413	Ook	(585	O
2414	het	O	O
2415	wetsvoorstel	585)	O
2416	maakt	O	O
2417	het	(586)	O
2418	niet	O	O
2419	mogelijk	O	O
2420	om	O	O
2421	dergelijke	(587	O
2422	weekberichten	587)	O
2423	opnieuw	O	O
2424	op	O	O
2425	te	O	O
2426	stellen	O	O
2427	,	O	O
2428	waardoor	O	O
2429	ook	O	O
2430	eventuele	(588	O
2431	gevolgen	588)	O
2432	niet	O	O
2433	langer	O	O
2434	aan	O	O
2435	de	(589	O
2436	orde	589)	O
2437	zijn	O	O
2438	.	O	O
2439	Vraag	O	O
2440	16	(590)	O
2441	Welke	(591	O
2442	stappen	591)	O
2443	hebben	O	O
2444	u	(592)|(593	O
2445	en	O	O
2446	uw	(594	O
2447	voorganger	594)|593)	O
2448	gezet	O	O
2449	en	O	O
2450	maatregelen	(595	O
2451	genomen	O	O
2452	om	O	O
2453	te	O	O
2454	voorkomen	O	O
2455	dat	O	O
2456	de	(17	O
2457	NCTV	17)	O
2458	intervenieert	O	O
2459	in	O	O
2460	het	(596	O
2461	politiek	O	O
2462	landschap	596)	O
2463	door	O	O
2464	analyses	(222)	O
2465	uit	O	O
2466	te	O	O
2467	voeren	O	O
2468	en	O	O
2469	te	O	O
2470	delen	O	O
2471	waarbij	O	O
2472	de	(597	O
2473	gegevens	O	O
2474	van	O	O
2475	democratisch	(598	O
2476	verkozen	O	O
2477	volksvertegenwoordigers	598)|597)	O
2478	zijn	O	O
2479	meegenomen	595)	O
2480	?	O	O
2481	Antwoord	O	O
2482	16	(599)	O
2483	Zoals	O	O
2484	ik	(355)	O
2485	schrijf	O	O
2486	bij	O	O
2487	het	(600	O
2488	antwoord	O	O
2489	op	O	O
2490	de	(601	O
2491	vragen	O	O
2492	1	(602)	O
2493	,	O	O
2494	2	(603)	O
2495	en	O	O
2496	3	601)|600)|(604)	O
2497	klonk	O	O
2498	in	O	O
2499	een	(605	O
2500	aantal	O	O
2501	Weekberichten	605)|(606)	O
2502	ook	O	O
2503	normatieve	(607	O
2504	stellingnames	O	O
2505	door	O	O
2506	over	O	O
2507	Kamerleden	607)|(135)	O
2508	.	O	O
2509	Dat	(608)	O
2510	had	O	O
2511	niet	O	O
2512	gemoeten	O	O
2513	.	O	O
2514	Daarom	O	O
2515	is	O	O
2516	het	(610|(609	O
2517	opstellen	O	O
2518	en	O	O
2519	verzenden	O	O
2520	van	O	O
2521	deze	(611	O
2522	Weekberich-	611)|609)	O
2523	ten	610)	O
2524	gestaakt	O	O
2525	en	O	O
2526	keren	O	O
2527	zij	(612)	O
2528	ook	O	O
2529	niet	O	O
2530	meer	O	O
2531	terug	O	O
2532	.	O	O
2533	Naar	O	O
2534	mijn	(355)|(613	O
2535	oordeel	613)	O
2536	heeft	O	O
2537	de	(17	O
2538	NCTV	17)	O
2539	echter	O	O
2540	niet	O	O
2541	geïntervenieerd	O	O
2542	in	O	O
