	token	coref	ner
1297	en	O	O
1298	vertegenwoordigers	(277	O
1299	vanuit	O	O
1300	de	(65	O
1301	beide	O	O
1302	gemeenten	65)|277)|276)|274)|273)|272)	O
1303	,	O	O
1304	vonden	O	O
1305	plaats	O	O
1306	op	O	O
1307	19	(278	O
1308	juni	O	O
1309	2017	278)	O
1310	.	O	O
1311	De	(58	O
1312	inspecties	58)	O
1313	hebben	O	O
1314	tijdens	O	O
1315	deze	(272	O
1316	bijeenkomsten	272)	O
1317	hun	(58)|(279	O
1318	bevindingen	279)	O
1319	gepresenteerd	O	O
1320	,	O	O
1321	geclusterd	O	O
1322	aan	O	O
1323	de	O	O
1324	hand	O	O
1325	van	O	O
1326	vijf	(280	O
1327	thema’s	280)	O
1328	.	O	O
1329	Zij	(58)	O
1330	hebben	O	O
1331	aansluitend	O	O
1332	de	(281	O
1333	bestuurders	O	O
1334	van	O	O
1335	de	(68|(282	O
1336	organisaties	282)	O
1337	en	O	O
1338	gemeenten	68)|281)	O
1339	gevraagd	O	O
1340	om	O	O
1341	op	O	O
1342	basis	O	O
1343	van	O	O
1344	de	(280	O
1345	vijf	O	O
1346	genoemde	O	O
1347	thema’s	280)	O
1348	een	(283	O
1349	verbeterplan	283)	O
1350	op	O	O
1351	te	O	O
1352	stellen	O	O
1353	.	O	O
1354	Evaluatie	(284	O
1355	van	O	O
1356	de	(272	O
1357	bijeenkomst	272)	O
1358	Ten	O	O
1359	behoeve	O	O
1360	van	O	O
1361	het	(285	O
1362	verbeteren	O	O
1363	van	O	O
1364	het	(286	O
1365	eigen	O	O
1366	leerproces	286)|285)|284)	O
1367	hebben	O	O
1368	de	(287|(58	O
1369	inspecties	58)	O
1370	en	O	O
1371	de	(14	O
1372	gemeente	O	O
1373	Amsterdam	14)|287)	O
1374	het	(288	O
1375	verloop	O	O
1376	en	O	O
1377	de	(289	O
1378	resultaten	O	O
1379	van	O	O
1380	de	(272	O
1381	bijeenkomst	272)|289)|288)	O
1382	met	O	O
1383	elkaar	(287)	O
1384	geëvalueerd	O	O
1385	.	O	O
1386	De	(290	O
1387	evaluatie	290)	O
1388	heeft	O	O
1389	geleid	O	O
1390	tot	O	O
1391	nieuwe	(292|(291	O
1392	inzichten	O	O
1393	over	O	O
1394	het	(293	O
1395	te	O	O
1396	voeren	O	O
1397	werkproces	293)|291)	O
1398	,	O	O
1399	in	O	O
1400	geval	O	O
1401	er	O	O
1402	sprake	(294)	O
1403	is	O	O
1404	van	O	O
1405	een	(295	O
1406	calamiteit	O	O
1407	waarbij	O	O
1408	zowel	(296	O
1409	de	(141	O
1410	gemeente	141)	O
1411	als	O	O
1412	de	(58	O
1413	inspecties	58)|296)	O
1414	samen	O	O
1415	willen	O	O
1416	optrekken	295)|292)	O
1417	.	O	O
1418	Zo	O	O
1419	hebben	O	O
1420	de	(297|(58	O
1421	inspecties	58)	O
1422	en	O	O
1423	de	(141	O
1424	gemeente	141)|297)	O
1425	met	O	O
1426	elkaar	(297)	O
1427	verkennend	O	O
1428	gesproken	O	O
1429	over	O	O
1430	:	O	O
1431	1	(298)	O
1432	.	O	O
1433	de	(299	O
1434	mogelijkheden	O	O
1435	die	O	O
1436	er	O	O
1437	zijn	O	O
1438	om	O	O
1439	zowel	(300	O
1440	het	(302|(301	O
1441	leren	O	O
1442	van	O	O
1443	professionals	301)|(303)	O
1444	als	O	O
1445	het	(305|(304	O
1446	bestuurlijk	O	O
1447	proces	304)	O
1448	,	O	O
1449	gericht	O	O
1450	op	O	O
1451	het	(306	O
1452	komen	O	O
1453	tot	O	O
1454	verbetermaatregelen	306)|305)|302)|300)|(307)	O
1455	,	O	O
1456	optimaal	O	O
1457	tot	O	O
1458	kracht	O	O
1459	te	O	O
1460	laten	O	O
1461	komen	O	O
1462	2	299)	O
1463	.	O	O
1464	de	(308	O
1465	rollen	O	O
1466	die	O	O
1467	de	(309|(58	O
1468	inspecties	58)	O
1469	en	O	O
1470	de	(310|(141	O
1471	gemeente	141)	O
1472	,	O	O
1473	ieder	O	O
1474	vanuit	O	O
1475	hun	(58)|(311	O
1476	eigen	O	O
1477	verantwoordelijkheid	311)|310)|309)	O
1478	,	O	O
1479	tijdens	O	O
1480	dit	(312	O
1481	proces	312)	O
1482	gezamenlijk	O	O
1483	kunnen	O	O
1484	vervullen	308)	O
1485	.	O	O
1486	Verbeterplan	O	O
1487	Op	O	O
1488	29	(313	O
1489	september	O	O
1490	2017	313)	O
1491	hebben	O	O
1492	de	(58	O
1493	inspecties	O	O
1494	van	O	O
1495	u	58)|(314)	O
1496	het	(315	O
1497	‘	O	O
1498	Verbeterplan	O	O
1499	uitwerking	O	O
1500	verbeterpunten	O	O
1501	kindveiligheid	O	O
1502	bij	O	O
1503	regio-overstijgende	(316	O
1504	casuïstiek	O	O
1505	HGKM	316)|315)	O
1506	ontvangen	O	O
1507	’	O	O
1508	.	O	O
1509	In	O	O
1510	deze	(317	O
1511	brief	317)	O
1512	geef	O	O
1513	ik	(318)	O
1514	u	(176)	O
1515	het	O	O
1516	oordeel	O	O
1517	van	O	O
1518	de	(319|(58	O
1519	inspecties	58)	O
1520	over	O	O
1521	dit	(315	O
1522	verbeterplan	315)|319)	O
1523	.	O	O
1524	Vijf	(320	O
1525	thema’s	320)	O
1526	De	(58	O
1527	inspecties	58)	O
1528	stellen	O	O
1529	vast	O	O
1530	dat	O	O
1531	het	(322|(321	O
1532	verbeterplan	O	O
1533	,	O	O
1534	zoals	O	O
1535	door	O	O
1536	hen	(58)	O
1537	verzocht	321)	O
1538	,	O	O
1539	door	O	O
1540	de	(105	O
1541	beide	O	O
1542	betrokken	O	O
1543	gemeenten	105)	O
1544	gezamenlijk	O	O
1545	is	O	O
1546	opgesteld	322)	O
1547	,	O	O
1548	in	O	O
1549	afstemming	(323	O
1550	en	O	O
1551	overleg	(324	O
1552	met	O	O
1553	de	(325	O
1554	bij	O	O
1555	de	(243	O
1556	casus	243)	O
1557	betrokken	O	O
1558	organisaties	325)|324)|323)	O
1559	.	O	O
1560	Zij	(326)	O
1561	zien	O	O
1562	terug	O	O
1563	dat	O	O
1564	zowel	(327	O
1565	de	(328	O
1566	vijf	O	O
1567	thema’s	328)	O
1568	,	O	O
1569	als	O	O
1570	de	(330|(329	O
1571	aandachtspunten	O	O
1572	voor	O	O
1573	de	(282	O
1574	organisaties	282)|329)	O
1575	afzonderlijk	330)|327)	O
1576	,	O	O
1577	besproken	O	O
1578	en	O	O
1579	belegd	O	O
1580	zijn	O	O
1581	bij	O	O
1582	de	(332|(331	O
1583	daarvoor	O	O
1584	verantwoordelijke	O	O
1585	organisatie	O	O
1586	(	O	O
1587	s	331)|(333)	O
1588	)	O	O
1589	en	O	O
1590	gemeente	332)|(141)	O
1591	.	O	O
1592	De	(58	O
1593	inspecties	58)	O
1594	vinden	O	O
1595	het	(334)	O
1596	positief	O	O
1597	te	O	O
1598	lezen	O	O
1599	dat	O	O
1600	de	(335	O
1601	BlijfGroep	335)	O
1602	een	(336	O
1603	prominentere	O	O
1604	rol	336)	O
1605	heeft	O	O
1606	gekregen	O	O
1607	in	O	O
1608	het	(337	O
1609	netwerk	O	O
1610	van	O	O
1611	lokale	(339|(338	O
1612	teams	338)	O
1613	en	O	O
1614	zorginstellingen	339)|337)	O
1615	.	O	O
1616	Met	O	O
1617	de	(14	O
1618	gemeente	O	O
1619	Amsterdam	14)	O
1620	is	O	O
1621	afgesproken	O	O
1622	dat	O	O
1623	zij	(340)	O
1624	bij	O	O
1625	de	(341	O
1626	WMO-toezichthouder	341)	O
1627	over	O	O
1628	drie	(342	O
1629	maanden	342)	O
1630	de	(343	O
1631	voortgang	O	O
1632	hiervan	343)	O
1633	zullen	O	O
1634	rapporteren	O	O
1635	.	O	O
1636	Tevens	O	O
1637	zal	O	O
1638	de	(344	O
1639	WMO-toezichthpuder	344)	O
1640	in	O	O
1641	deze	(345	O
1642	periode	345)	O
1643	met	O	O
1644	de	(346	O
1645	BlijfGroep	346)	O
1646	in	O	O
1647	gesprek	O	O
1648	gaan	O	O
1649	om	O	O
1650	bij	O	O
1651	hen	(347)	O
1652	te	O	O
1653	informeren	O	O
1654	hoe	O	O
1655	zij	(347)	O
1656	ervaren	O	O
1657	dat	O	O
1658	het	(348)	O
1659	gaat	O	O
1660	.	O	O
1661	De	(58	O
1662	inspecties	58)	O
1663	waarderen	O	O
1664	tevens	O	O
1665	de	(349	O
1666	voortvarendheid	O	O
1667	die	O	O
1668	uit	O	O
1669	het	(350	O
1670	plan	350)	O
1671	blijkt	O	O
1672	ten	O	O
1673	behoeve	O	O
1674	van	O	O
1675	de	(351	O
1676	uitvoering	O	O
1677	van	O	O
1678	de	(352	O
1679	verbeterpunten	352)|351)|349)	O
1680	.	O	O
1681	Hoewel	O	O
1682	zij	(353)	O
1683	zich	(354)	O
1684	ook	O	O
1685	afvragen	O	O
1686	of	O	O
1687	sommige	(355	O
1688	onderdelen	355)	O
1689	binnen	O	O
1690	de	(356	O
1691	gestelde	O	O
1692	termijn	356)	O
1693	wel	O	O
1694	haalbaar	O	O
1695	zijn	O	O
1696	en	O	O
1697	daarmee	O	O
1698	niet	O	O
1699	te	O	O
1700	ambitieus	O	O
1701	geformuleerd	O	O
1702	zijn	O	O
1703	.	O	O
1704	Commissie	(357	O
1705	Meldingen	O	O
1706	Jeugd	O	O
1707	Ons	O	O
1708	kenmerk	O	O
1709	IJZ/171212468-MIJ/100519	O	O
1710	Pagina	O	O
1711	3	(358)	O
1712	van	O	O
1713	4	357)|(359)	O
1714	Uit	O	O
1715	het	(315	O
1716	verbeterplan	315)	O
1717	blijkt	O	O
1718	verder	O	O
1719	dat	O	O
1720	de	(105	O
1721	gemeenten	105)	O
1722	,	O	O
1723	vanuit	O	O
1724	hun	(105)|(360	O
1725	regierol	O	O
1726	in	O	O
1727	het	(361	O
1728	sociaal	O	O
1729	domein	361)|360)	O
1730	,	O	O
1731	toe	O	O
1732	zullen	O	O
1733	zien	O	O
1734	op	O	O
1735	het	(362	O
1736	verloop	O	O
1737	van	O	O
1738	de	(363	O
1739	uitvoering	O	O
1740	van	O	O
1741	het	(315	O
1742	verbeterplan	315)|363)|362)	O
1743	door	O	O
1744	actief	O	O
1745	alle	(364	O
1746	betrokken	O	O
1747	partijen	364)	O
1748	te	O	O
1749	spreken	O	O
1750	en	O	O
1751	activeren	O	O
1752	om	O	O
1753	de	(365	O
1754	verbeterpunten	365)	O
1755	aan	O	O
1756	te	O	O
1757	pakken	O	O
1758	.	O	O
1759	De	(366|(236	O
1760	WMO	O	O
1761	toezichthouder	236)	O
1762	en	O	O
1763	de	(58	O
1764	inspecties	58)|366)	O
1765	veronderstellen	O	O
1766	dat	O	O
1767	,	O	O
1768	waar	O	O
1769	relevant	O	O
1770	,	O	O
1771	dit	(367)	O
1772	in	O	O
1773	afstemming	O	O
1774	met	O	O
1775	hen	(366)	O
1776	gebeurt	O	O
1777	.	O	O
1778	Vraag	(368	O
1779	één	(369)	O
1780	tot	O	O
1781	en	O	O
1782	met	O	O
1783	drie	368)|(370)	O
1784	De	(58	O
1785	inspecties	58)	O
1786	hebben	O	O
1787	u	(371)	O
1788	in	O	O
1789	het	O	O
1790	licht	O	O
1791	van	O	O
1792	de	(320	O
1793	vijf	O	O
1794	thema’s	320)	O
1795	tevens	O	O
1796	vijf	(372	O
1797	vragen	O	O
1798	gesteld	O	O
1799	ten	O	O
1800	behoeve	O	O
1801	van	O	O
1802	de	(373	O
1803	invulling	O	O
1804	van	O	O
1805	het	(315	O
1806	verbeterplan	315)|373)|372)	O
1807	.	O	O
1808	De	(374	O
1809	eerste	O	O
1810	drie	O	O
1811	vragen	374)	O
1812	hadden	O	O
1813	betrekking	O	O
1814	op	O	O
1815	zowel	(375	O
1816	de	(376|(14	O
1817	gemeente	O	O
1818	Amsterdam	14)	O
1819	als	O	O
1820	de	(25|(377	O
1821	gemeente	O	O
1822	Haarlemmerliede	377)	O
1823	en	O	O
1824	Spaarnwoude	25)|376)|375)|(378)	O
1825	.	O	O
1826	Deze	(374	O
1827	vragen	374)	O
1828	zijn	O	O
1829	naar	O	O
1830	de	(379	O
1831	mening	O	O
1832	van	O	O
1833	de	(58	O
1834	inspecties	58)|379)	O
1835	voldoende	O	O
1836	beantwoord	O	O
1837	.	O	O
1838	Vraag	(380	O
1839	vier	380)|(381)	O
1840	De	(382	O
1841	vierde	O	O
1842	vraag	O	O
1843	van	O	O
1844	de	(58	O
1845	inspecties	58)|382)	O
1846	betrof	O	O
1847	specifiek	O	O
1848	de	(14	O
1849	gemeente	O	O
1850	Amsterdam	14)	O
1851	.	O	O
1852	Het	(383)	O
1853	ging	O	O
1854	hier	O	O
1855	om	O	O
1856	de	(384	O
1857	vraag	O	O
1858	of	O	O
1859	naar	O	O
1860	de	(385	O
1861	mening	O	O
1862	van	O	O
1863	de	(141	O
1864	gemeente	141)|385)	O
1865	aanpassing/aanscherping	(386	O
1866	van	O	O
1867	de	(387	O
1868	eerder	O	O
1869	geformuleerde	O	O
1870	verbeteracties	387)|386)	O
1871	voortkomend	O	O
1872	uit	O	O
1873	het	(137	O
1874	Toezicht	O	O
1875	Sociaal	O	O
1876	Domein	137)	O
1877	nodig	O	O
1878	was	O	O
1879	en	O	O
1880	zo	O	O
1881	ja	O	O
1882	,	O	O
1883	op	O	O
1884	welke	(388	O
1885	wijze	388)|384)	O
1886	.	O	O
1887	De	(58	O
1888	inspecties	58)	O
1889	vinden	O	O
1890	dat	O	O
1891	deze	(390|(389	O
1892	vraag	389)	O
1893	door	O	O
1894	de	(14	O
1895	gemeente	O	O
1896	Amsterdam	14)|390)	O
1897	in	O	O
1898	het	(315	O
1899	verbeterplan	315)	O
1900	voldoende	O	O
1901	is	O	O
1902	beantwoord	O	O
1903	.	O	O
1904	De	(58	O
1905	inspecties	58)	O
1906	zijn	O	O
1907	,	O	O
1908	net	O	O
1909	als	O	O
1910	u	(314)	O
1911	,	O	O
1912	van	O	O
1913	mening	O	O
1914	dat	O	O
1915	het	(315	O
1916	verbeterplan	315)	O
1917	voorziet	O	O
1918	in	O	O
1919	aanvullende	(391	O
1920	en	O	O
1921	aangescherpte	O	O
1922	acties	O	O
1923	ten	O	O
1924	opzichte	O	O
1925	van	O	O
1926	de	(393|(392	O
1927	al	O	O
1928	eerder	O	O
1929	uitgezette	O	O
1930	acties	392)	O
1931	als	O	O
1932	gevolg	O	O
1933	van	O	O
1934	het	(394	O
1935	onderzoek	O	O
1936	van	O	O
1937	Toezicht	(137	O
1938	Sociaal	O	O
1939	Domein	137)|394)|393)|391)	O
1940	.	O	O
1941	Wel	O	O
1942	willen	O	O
1943	de	(58	O
1944	inspecties	58)	O
1945	u	(314)	O
1946	in	O	O
1947	dit	(395	O
1948	kader	395)	O
1949	,	O	O
1950	net	O	O
1951	zoals	O	O
1952	Toezicht	(137	O
1953	Sociaal	O	O
1954	Domein	137)	O
1955	dat	(396)	O
1956	in	O	O
1957	het	(397	O
1958	verleden	397)	O
1959	ook	O	O
1960	gedaan	O	O
1961	heeft	O	O
1962	,	O	O
1963	wijzen	O	O
1964	op	O	O
1965	de	(398	O
1966	naar	O	O
1967	hun	(399)|(400	O
1968	idee	400)	O
1969	toegevoegde	O	O
1970	waarde	O	O
1971	van	O	O
1972	het	(401	O
1973	uitbreiden	O	O
1974	van	O	O
1975	de	(402	O
1976	Vijfhoek	402)	O
1977	met	O	O
1978	alle	(403	O
1979	gecertificeerde	O	O
1980	instellingen	O	O
1981	die	O	O
1982	actief	O	O
1983	zijn	O	O
1984	in	O	O
1985	de	(14	O
1986	gemeente	O	O
1987	Amsterdam	14)|403)|401)|398)	O
1988	.	O	O
1989	Vraag	(404)	O
1990	vijf	O	O
1991	Het	(405	O
1992	antwoord	O	O
1993	van	O	O
1994	de	(153	O
1995	gemeente	O	O
1996	Haarlemmerliede	153)	O
1997	op	O	O
1998	de	(130	O
1999	vijfde	O	O
2000	vraag	O	O
2001	van	O	O
2002	de	(58	O
2003	inspecties	58)|130)|405)	O
2004	is	O	O
2005	naar	O	O
2006	de	(406	O
2007	mening	O	O
2008	van	O	O
2009	de	(58	O
2010	inspecties	58)|406)	O
2011	nog	O	O
2012	onvoldoende	O	O
2013	concreet	O	O
2014	beschreven	O	O
2015	.	O	O
2016	Het	(407)	O
2017	betreft	O	O
2018	hier	O	O
2019	de	(408	O
2020	vraag	O	O
2021	welke	(409	O
2022	acties	O	O
2023	uit	O	O
2024	de	(135	O
2025	verbeteraanpak	135)	O
2026	,	O	O
2027	voortkomend	O	O
2028	uit	O	O
2029	het	(410	O
2030	onderzoek	O	O
2031	van	O	O
2032	het	(137	O
2033	Toezicht	O	O
2034	Sociaal	O	O
2035	Domein	137)|410)|409)	O
2036	,	O	O
2037	voor	O	O
2038	de	(141	O
2039	gemeente	141)	O
2040	relevant	O	O
2041	en	O	O
2042	toepasbaar	O	O
2043	zijn	408)	O
2044	.	O	O
2045	De	(58	O
2046	inspecties	58)	O
2047	hebben	O	O
2048	over	O	O
2049	het	(411	O
2050	antwoord	O	O
2051	van	O	O
2052	de	(141	O
2053	gemeente	141)|411)	O
2054	op	O	O
2055	deze	(412	O
2056	vraag	412)	O
2057	overleg	(413	O
2058	gevoerd	O	O
2059	met	O	O
2060	de	(25|(414	O
2061	gemeente	O	O
2062	Haarlemmerliede	414)	O
2063	en	O	O
2064	Spaarnwoude	25)|413)|(415)	O
2065	.	O	O
2066	Uit	O	O
2067	deze	(416	O
2068	gesprekken	416)	O
2069	kwam	O	O
2070	naar	O	O
2071	voren	O	O
2072	dat	O	O
2073	de	(141	O
2074	gemeente	141)	O
2075	,	O	O
2076	met	O	O
2077	het	O	O
2078	oog	O	O
2079	op	O	O
2080	de	(417	O
2081	aanstaande	O	O
2082	fusie	O	O
2083	met	O	O
2084	de	(418	O
2085	gemeente	O	O
2086	Haarlemmermeer	418)|417)	O
2087	,	O	O
2088	er	(419)	O
2089	voor	O	O
2090	gekozen	O	O
2091	heeft	O	O
2092	zich	(420)	O
2093	te	O	O
2094	beperken	O	O
2095	tot	O	O
2096	het	(421	O
2097	noemen	O	O
2098	van	O	O
2099	die	(422	O
2100	onderwerpen	O	O
2101	die	O	O
2102	zij	(141)	O
2103	met	O	O
2104	haar	(141)|(152	O
2105	fusiepartner	152)	O
2106	beoogt	O	O
2107	verder	O	O
2108	concreet	O	O
2109	uit	O	O
2110	te	O	O
2111	werken	422)|421)	O
2112	.	O	O
2113	De	(153	O
2114	gemeente	O	O
2115	Haarlemmermeer	153)	O
2116	heeft	O	O
2117	aangegeven	O	O
2118	dat	O	O
2119	zij	(141)	O
2120	zich	(423)	O
2121	bij	O	O
2122	deze	(424	O
2123	ontwikkelpunten	424)	O
2124	aan	O	O
2125	wil	O	O
2126	sluiten	O	O
2127	.	O	O
2128	Met	O	O
2129	de	(425	O
2130	gemeente	O	O
2131	Haarlemmerliede	425)	O
2132	hebben	O	O
2133	de	(58	O
2134	inspecties	58)	O
2135	daarom	O	O
2136	afgesproken	O	O
2137	dat	O	O
2138	zij	(58)	O
2139	in	O	O
2140	het	(426	O
2141	eerste	O	O
2142	kwartaal	O	O
2143	van	O	O
2144	2018	426)|(169)	O
2145	geïnformeerd	O	O
2146	worden	O	O
2147	over	O	O
2148	de	(428|(427	O
2149	voortgang	O	O
2150	van	O	O
2151	deze	(429	O
2152	verbeterpunten	429)|427)	O
2153	en	O	O
2154	de	(430	O
2155	verdere	O	O
2156	(	O	O
2157	SMART	(431)	O
2158	)	O	O
2159	uitwerking	O	O
2160	ervan	430)|428)	O
2161	.	O	O
2162	Gezien	O	O
2163	het	(432	O
2164	bovenstaande	432)	O
2165	laat	O	O
2166	ik	(318)	O
2167	u	(176)	O
2168	weten	O	O
2169	dat	O	O
2170	de	(58	O
2171	inspecties	58)	O
2172	de	(115	O
2173	melding	115)	O
2174	afsluiten	O	O
2175	,	O	O
2176	waarbij	O	O
2177	zij	(433)	O
2178	hun	(58)|(434	O
2179	waardering	O	O
2180	willen	O	O
2181	uitspreken	O	O
2182	voor	O	O
2183	de	(435	O
2184	wijze	O	O
2185	waarop	O	O
2186	de	(436	O
2187	verbeterpunten	436)	O
2188	door	O	O
2189	de	(105	O
2190	twee	O	O
2191	gemeenten	105)	O
2192	zijn	O	O
2193	opgepakt	O	O
2194	,	O	O
2195	met	O	O
2196	oog	O	O
2197	voor	O	O
2198	de	(437	O
2199	belangen	O	O
2200	van	O	O
2201	jeugdigen	(438)|(439	O
2202	en	O	O
2203	kwetsbare	(440	O
2204	gezinnen	440)|439)|437)|435)|434)	O
2205	.	O	O
2206	Commissie	O	O
2207	Meldingen	O	O
2208	Jeugd	O	O
2209	Ons	O	O
2210	kenmerk	O	O
2211	IJZ/171212468-MIJ/100519	O	O
2212	Pagina	O	O
2213	4	(441)	O
2214	van	O	O
2215	4	(442)	O
2216	Ik	(318)	O
2217	ga	O	O
2218	ervan	O	O
2219	uit	O	O
2220	dat	O	O
2221	ik	(318)	O
2222	u	(176)	O
2223	met	O	O
2224	deze	(443	O
2225	brief	443)	O
2226	voldoende	O	O
2227	heb	O	O
2228	geïnformeerd	O	O
2229	.	O	O
2230	Hebt	O	O
2231	u	(444)	O
2232	nog	O	O
2233	vragen	O	O
2234	,	O	O
2235	dan	O	O
2236	kunt	O	O
2237	u	(445)	O
2238	hiervoor	O	O
2239	terecht	O	O
2240	bij	O	O
2241	de	(446	O
2242	in	O	O
2243	deze	(443	O
2244	brief	443)	O
2245	vermelde	O	O
2246	contactpersoon	O	O
2247	van	O	O
2248	de	(58	O
2249	inspecties	58)|446)	O
2250	.	O	O
2251	Hoogachtend	O	O
2252	,	O	O
2253	namens	O	O
2254	de	(58	O
2255	drie	O	O
2256	inspecties	58)	O
2257	,	O	O
2258	mw.	(447	O
2259	mr.	O	O
2260	M.A.H.	O	B-PER
2261	Boelema	447)	E-PER
2262	,	O	O
2263	coördinerend	(448	O
2264	inspecteur	448)	O
2265	,	O	O
2266	voorzitter	(449	O
2267	Commissie	O	O
2268	Meldingen	O	O
2269	Jeugd	O	O
2270	Inspectie	O	O
2271	Jeugdzorg	449)	O
2272	mevrouw	O	O
2273	drs.	O	O
2274	N.	O	B-PER
2275	Hippe	O	E-PER
2276	Postbus	O	O
2277	483	O	O
2278	3500	O	O
2279	AL	O	O
2280	Utrecht	O	O
2281	1.	O	O
2282	van	O	O
2283	Gijssel	O	E-PER
2284	Geachte	O	O
2285	mevrouw	O	O
2286	Hippe	O	S-PER
2287	,	O	O
2288	H	O	O
2289	111	O	O
2290	r~t	O	O
2291	8	O	O
2292	'	O	O
2293	'	O	O
2294	51	O	O
2295	165	O	O
2296	µ	O	O
2297	J	O	O
2298	H	O	O
2299	lv..,i	O	O
2300	fl	O	O
2301	2	O	O
2302	407	O	O
2303	90	O	O
2304	O	O	O
2305	rai	O	O
2306	?	O	O
2307	L	O	O
2308	,	O	O
2309	407	O	O
2310	90	O	O
2311	90	O	O
2312	o~lLU	O	O
2313	\	O	O
2314	8.3	O	O
2315	1160	O	O
2316	/18	O	O
2317	z	O	O
2318	,	O	O
2319	,	O	O
2320	anN,	O	O
2321	bJ	O	O
2322	f	O	O
2323	m.1111	O	O
2324	:	O	O
2325	oo~t	O	O
2326	·	O	O
2327	naariemmer11eoe.n	O	O
2328	,	O	O
2329	1N	O	O
2330	'	O	O
2331	\	O	O
2332	,T	O	O
2333	I	O	O
2334	addendum	O	O
2335	brief	O	O
2336	Op	O	O
2337	27	(450	O
2338	september	O	O
2339	2017	450)	O
2340	stuurden	O	O
2341	de	(451	O
2342	colleges	O	O
2343	van	O	O
2344	Amsterdam	(14)|(453|(452	O
2345	en	O	O
2346	Haarlemmerliede	452)|(454)	O
2347	en	O	O
2348	Spaarnwoude	453)|451)|(455)	O
2349	u	O	O
2350	een	(456	O
2351	brief	O	O
2352	met	O	O
2353	een	(457	O
2354	nadere	O	O
2355	uitwerking	O	O
2356	van	O	O
2357	verbeterpunten	(458	O
2358	ten	O	O
2359	aanzien	O	O
2360	van	O	O
2361	kindveiligheid	O	O
2362	bij	O	O
2363	regio-overstijgende	(459	O
2364	casuïstiek	O	O
2365	op	O	O
2366	het	O	O
2367	gebied	O	O
2368	van	O	O
2369	huiselijk	(461|(460	O
2370	geweld	460)	O
2371	en	O	O
2372	kindermishandeling	461)|459)|458)|457)|456)|(462)	O
2373	.	O	O
2374	In	O	O
2375	het	(463	O
2376	Verbeterplan	O	O
2377	kindveilîgheid	O	O
2378	bij	O	O
2379	regio-overstijgende	(464	O
2380	casuîstiek	464)|463)	O
2381	zijn	O	O
2382	mogelijkheden	(465	O
2383	genoemd	O	O
2384	die	O	O
2385	de	(105	O
2386	gemeenten	105)	O
2387	zien	O	O
2388	om	O	O
2389	er	(466)	O
2390	voor	O	O
2391	te	O	O
2392	zorgen	O	O
2393	dat	O	O
2394	regionale	(467	O
2395	verschillen	467)	O
2396	geen	(468	O
2397	risico	O	O
2398	vormen	O	O
2399	voor	O	O
2400	de	(469	O
2401	kwaliteit	O	O
2402	van	O	O
2403	de	(470	O
2404	geleverde	O	O
2405	zorg	470)|469)|468)|465)	O
2406	.	O	O
2407	Eén	(471	O
2408	van	O	O
2409	de	(472	O
2410	punten	O	O
2411	die	O	O
2412	door	O	O
2413	beide	(105	O
2414	gemeenten	105)	O
2415	zijn	O	O
2416	onderschreven	472)|471)	O
2417	willen	O	O
2418	wij	(473)	O
2419	graag	O	O
2420	nog	O	O
2421	apart	O	O
2422	onder	O	O
2423	de	O	O
2424	aandacht	O	O
2425	brengen	O	O
2426	.	O	O
2427	Het	(474)	O
2428	betreft	O	O
2429	de	(476|(475	O
2430	regievoering	O	O
2431	vanuit	O	O
2432	politie	(477)|(478	O
2433	en	O	O
2434	Veilig	(479	O
2435	Thuis	479)|478)|475)	O
2436	en	O	O
2437	de	(480	O
2438	onderlinge	O	O
2439	afstemming	O	O
2440	daarbij	480)|476)	O
2441	.	O	O
2442	In	O	O
2443	het	(315	O
2444	verbeterplan	315)	O
2445	is	O	O
2446	hierover	O	O
2447	het	O	O
2448	volgende	O	O
2449	opgenomen	O	O
2450	:	O	O
2451	•	O	O
2452	Veilig	O	O
2453	Thuis	O	O
2454	:	O	O
2455	Bij	O	O
2456	regio-overstijgende	(481	O
2457	casuïstiek	O	O
2458	in	O	O
2459	relatie	O	O
2460	tot	O	O
2461	Huiselijk	(461|(460	O
2462	geweld	460)	O
2463	en	O	O
2464	Kindermishandeling	461)|481)	O
2465	maken	O	O
2466	de	(482	O
2467	betrokken	O	O
2468	Veilig	O	O
2469	Thuis	O	O
2470	organisaties	482)	O
2471	concrete	(483	O
2472	afspraken	O	O
2473	wie	O	O
2474	in	O	O
2475	de	(484	O
2476	lead	484)	O
2477	is	O	O
2478	in	O	O
2479	de	(485	O
2480	betreffende	O	O
2481	casus	485)|483)	O
2482	.	O	O
2483	Deze	(486	O
2484	afspraken	486)	O
2485	worden	O	O
2486	vastgelegd	O	O
2487	.	O	O
2488	Een	(487	O
2489	dergelijke	O	O
2490	afspraak	O	O
2491	bestaat	O	O
2492	al	O	O
2493	over	O	O
2494	uitwisseling	(488	O
2495	van	O	O
2496	gegevens	(489	O
2497	bij	O	O
2498	verhuizingen	(490	O
2499	van	O	O
2500	gezinnen	490)|489)|488)|487)|(491)	O
2501	.	O	O
2502	•	(492)	O
2503	Politie	(493)	O
2504	:	O	O
2505	Bij	O	O
2506	eenheid-overstijgende	(494	O
2507	casuïstiek	O	O
2508	in	O	O
2509	relatie	O	O
2510	tot	O	O
2511	Huiselijk	(461|(460	O
2512	geweld	460)	O
2513	en	O	O
2514	Kindermishandeling	461)|494)	O
2515	leggen	O	O
2516	de	(495	O
2517	betrokken	O	O
2518	wijkagenten	495)	O
