het,,
,,
Verbeterplan,,
kindveilîgheid,,
bij,,
regio-overstijgende,,
casuîstiek,,
,,
zijn,,
mogelijkheden,,
genoemd,,
die,,
de,,
gemeenten,,
zien,,
om,,
er,,
voor,,
te,,
zorgen,,
dat,,
regionale,,
verschillen,,
geen,,
risico,,
vormen,,
voor,,
de,,
kwaliteit,,
van,,
de,,
geleverde,,
zorg,,
.,,
Eén,,
van,,
de,,
punten,,
die,,
door,,
beide,,
gemeenten,,
zijn,,
onderschreven,,
willen,,
wij,,B_PER_1
graag,,
nog,,
apart,,
onder,,
de,,
aandacht,,
brengen,,
.,,
Het,,
betreft,,
de,,
regievoering,,
vanuit,,
politie,,
en,,
Veilig,,
Thuis,,
en,,
de,,
onderlinge,,
afstemming,,
daarbij,,
.,,
In,,
het,,
verbeterplan,,
is,,
hierover,,
het,,
volgende,,
opgenomen,,
:,,
•,,
Veilig,,
Thuis,,
:,,
Bij,,
regio-overstijgende,,
casuïstiek,,
in,,
relatie,,
tot,,
Huiselijk,,
geweld,,
en,,
Kindermishandeling,,
maken,,
de,,
betrokken,,
Veilig,,
Thuis,,
organisaties,,
concrete,,
afspraken,,
wie,,
in,,
de,,
lead,,
is,,
in,,
de,,
betreffende,,
casus,,
.,,
Deze,,
afspraken,,
worden,,
vastgelegd,,
.,,
Een,,
dergelijke,,
afspraak,,
bestaat,,
al,,
over,,
uitwisseling,,
van,,
gegevens,,
bij,,
verhuizingen,,
van,,
gezinnen,,
.,,
•,,
Politie,,
:,,
Bij,,
eenheid-overstijgende,,
casuïstiek,,
in,,
relatie,,
tot,,
Huiselijk,,
geweld,,
en,,
Kindermishandeling,,
leggen,,
de,,
betrokken,,
wijkagenten,,
contact,,
en,,
maken,,
concrete,,
afspraken,,
wie,,
in,,
de,,
lead,,
is,,
in,,
de,,
betreffende,,
casus,,
.,,
De,,
afspraken,,
worden,,
vastgelegd,,
.,,
Bank,,
Nedenandse,,
Gemeenten,,
28.50.03.224,,
IBAN,,
:,,
NL22BNGH0285003224,,
BIC,,
:,,
BNGHNL2G,,
Gemeente,,
Haarlemmerilech,,
Bij,,
knelpunten,,
of,,
onverenigbare,,
standpunten,,
wordt,,
geëscaleerd,,
tot,,
het,,
hoogste,,
niveau,,
dat,,
nodig,,
is,,
om,,
tot,,
een,,
resultaat,,
te,,
komen,,
.,,
Jedere,,
organisatie,,
brengt,,
deze,,
afspraak,,
nogmaals,,
onder,,
de,,
aandacht,,
bij,,
haar,,
teamleiders/eerstvolgende,,
leidinggevende,,
.,,
Met,,
het,,
maken,,
van,,
bovengenoemde,,
afspraken,,
over,,
de,,
regiefunctie,,
binnen,,
de,,
veiligheidsketen,,
(,,
de,,
politie,,
),,
en,,
binnen,,
de,,
zorgketen,,
(,,
Veilig,,
Thuis,,
),,
is,,
duidelijk,,
bij,,
wie,,
men,,
terecht,,
kan,,
en,,
is,,
de,,
kans,,
kleiner,,
dat,,
informatie,,
niet,,
goed,,
terecht,,
komt,,
of,,
niet,,
wordt,,
teruggekoppeld,,
bij,,
op-,,
en,,
afschalen,,
van,,
casuïstiek,,
.,,
Wij,,B_PER_1
zouden,,
graag,,
zien,,
dat,,
de,,
regiefunctie,,
ook,,
tussen,,
de,,
veiligheidsketen,,
en,,
de,,
zorgketen,,
beter,,
wordt,,
afgestemd,,
.,,
Nu,,
kan,,
bij,,
regio-,,
en,,
eenheidoverstijgende,,
casuîstiek,,
de,,
regiefunctie,,
zijn,,
belegd,,
bij,,
Veilig,,
Thuis,,
in,,
de,,
ene,,
regio,,
en,,
bij,,
de,,
politie,,
in,,
(,,
een,,
eenheid,,
binnen,,
),,
de,,
andere,,
regio,,
.,,
Regie,,
van,,
politie,,
en,,
Veilig,,
Thuis,,
kan,,
beter,,
binnen,,
hetzelfde,,
werkgebied,,
worden,,
uitgevoerd,,
om,,
de,,
lijnen,,
zo,,
kort,,
mogelijk,,
te,,
houden,,
.,,
De,,
kans,,
dat,,
men,,
elkaar,,
kent,,
is,,
dan,,
groter,,
en,,
dat,,
maakt,,
het,,
eenvoudiger,,
om,,
contacten,,
te,,
leggen,,
en,,
te,,
onderhouden,,
.,,
Wij,,B_PER_1
gaan,,
de,,
gemaakte,,
afspraken,,
over,,
de,,
samenwerking,,
en,,
afstemming,,
van,,
zorg,,
en,,
veiligheid,,
bij,,
regio-overstijgende,,
casuïstiek,,
bespreken,,
in,,
het,,
driehoeksoverleg,,
.,,
Wij,,B_PER_1
willen,,
samen,,
met,,
de,,
gemeenten,,
Haarlemmermeer,,
en,,
Amsterdam,,
de,,
mogelijkheden,,
verkennen,,
om,,
de,,
aansturing,,
van,,
politie,,
hierin,,
te,,
betrekken,,
.,,
Wij,,B_PER_1
zullen,,
u,,B_PER_4
op,,
de,,
hoogte,,
houden,,
van,,
de,,
voortgang,,
.,,
Hoogachtend,,
",",,
...,,
r,,
burgemeester,,
en,,
wethouders,,
van,,
Haarlemmerliede,,
en,,
Spaarnwoude,,
",",,
(,,
l,,
t,,
"secretaris,\/",,
de,,
burgemeester,,
",",,
~~~d,,
",",,
),,
'-=-,,
~,,
~,,
-=======,,
:,,
::--rr-------,,
{,,
G.A.,B-PER,B_PER_8
Koot,I-PER,I_PER_8
),,
(,,
P.J.,B-PER,B_PER_2
Heiliegers,I-PER,I_PER_2
),,
',,
cc,,
:,,
bestuur,,
Amsterdam,,
