	token	gold	model
1138	gebied	['']	[]
1139	van	['']	[]
1140	terrorisme	['']	[]
1141	,	['']	[]
1142	extremisme	['']	[]
1143	,	['']	[]
1144	radicalisering	['']	[]
1145	en	['']	[]
1146	polarisatie	['']	[]
1147	.	['']	[]
1148	Daarbij	['']	[]
1149	zijn	['']	[]
1150	ook	['']	[]
1151	uitingen	['']	[]
1152	van	['']	[]
1153	een	['']	[]
1154	beperkt	['']	[]
1155	aantal	['']	[]
1156	politici	['']	['B_PER_5']
1157	in	['']	[]
1158	beeld	['']	[]
1159	gekomen	['']	[]
1160	.	['']	[]
1161	Dat	['']	[]
1162	was	['']	[]
1163	in	['']	[]
1164	verreweg	['']	[]
1165	de	['']	[]
1166	meeste	['']	[]
1167	gevallen	['']	[]
1168	omdat	['']	[]
1169	personen	['']	[]
1170	in	['']	[]
1171	de	['']	[]
1172	samenleving	['']	[]
1173	heftig	['']	[]
1174	reageerden	['']	[]
1175	op	['']	[]
1176	die	['']	[]
1177	uitingen	['']	[]
1178	,	['']	[]
1179	die	['']	[]
1180	soms	['']	[]
1181	zo	['']	[]
1182	ver	['']	[]
1183	gingen	['']	[]
1184	dat	['']	[]
1185	deze	['']	[]
1186	in	['']	[]
1187	(	['']	[]
1188	doods	['']	[]
1189	)	['']	[]
1190	bedreigingen	['']	[]
1191	uitmondden	['']	[]
1192	.	['']	[]
1193	In	['']	[]
1194	een	['']	[]
1195	beperkt	['']	[]
1196	aantal	['']	[]
1197	gevallen	['']	[]
1198	worden	['']	[]
1199	die	['']	[]
1200	uitingen	['']	[]
1201	verbonden	['']	[]
1202	aan	['']	[]
1203	mogelijke	['']	[]
1204	effecten	['']	[]
1205	op	['']	[]
1206	polarisatie	['']	[]
1207	en	['']	[]
1208	radicalisering	['']	[]
1209	in	['']	[]
1210	de	['']	[]
1211	Nederlandse	['']	[]
1212	samenleving	['']	[]
1213	.	['']	[]
1214	Er	['']	[]
1215	is	['']	[]
1216	geen	['']	[]
1217	andersoortige	['']	[]
1218	persoonsgebonden	['']	[]
1219	informatie	['']	[]
1220	over	['']	[]
1221	politici	['']	['B_PER_5']
1222	verzameld	['']	[]
1223	.	['']	[]
1224	Kamerleden	['B_PER_6']	[]
1225	die	['']	[]
1226	dat	['']	[]
1227	wensen	['']	[]
1228	kunnen	['']	[]
1229	inzage	['']	[]
1230	krijgen	['']	[]
1231	in	['']	[]
1232	de	['']	[]
1233	open	['']	[]
1234	bronnen	['']	[]
1235	waarin	['']	[]
1236	zij	['B_PER_6']	['B_PER_5']
1237	voorkomen	['']	[]
1238	,	['']	[]
1239	die	['']	[]
1240	door	['']	[]
1241	de	['']	['B_PER_3']
1242	NCTV	['']	['I_PER_3']
1243	zijn	['']	[]
1244	verzameld	['']	[]
1245	.	['']	[]
1246	Iedere	['']	[]
1247	burger	['']	[]
1248	kan	['']	[]
1249	dit	['']	[]
1250	ook	['']	[]
1251	,	['']	[]
1252	door	['']	[]
1253	het	['']	[]
1254	doen	['']	[]
1255	van	['']	[]
1256	een	['']	[]
1257	AVG-verzoek	['']	[]
1258	.	['']	[]
1259	Vraag	['']	[]
1260	11	['']	[]
1261	Op	['']	[]
1262	basis	['']	[]
1263	van	['']	[]
1264	welke	['']	[]
1265	wetten	['']	[]
1266	en	['']	[]
1267	regels	['']	[]
1268	is	['']	[]
1269	deze	['']	[]
1270	informatie	['']	[]
1271	verzameld	['']	[]
1272	?	['']	[]
1273	Antwoord	['']	[]
1274	11	['']	[]
1275	De	['']	[]
1276	heersende	['']	[]
1277	opvatting	['']	[]
1278	was	['']	[]
1279	tot	['']	[]
1280	enkele	['']	[]
1281	jaren	['']	[]
1282	geleden	['']	[]
1283	dat	['']	[]
1284	er	['']	[]
1285	voldoende	['']	[]
1286	juridische	['']	[]
1287	basis	['']	[]
1288	voor	['']	[]
1289	internetmonitoring	['']	[]
1290	was	['']	[]
1291	.	['']	[]
1292	Die	['']	[]
1293	grondslag	['']	[]
1294	was	['']	[]
1295	het	['']	[]
1296	organisatiebesluit	['']	[]
1297	van	['']	[]
1298	het	['']	[]
1299	Ministerie	['']	[]
1300	van	['']	[]
1301	JenV	['']	[]
1302	.	['']	[]
1303	Het	['']	[]
1304	Organisatiebesluit	['']	[]
1305	,	['']	[]
1306	waarin	['']	[]
1307	de	['']	[]
1308	publieke	['']	[]
1309	taak	['']	[]
1310	van	['']	[]
1311	de	['']	['B_PER_3']
1312	NCTV	['']	['I_PER_3']
1313	is	['']	[]
1314	vastgelegd	['']	[]
1315	,	['']	[]
1316	is	['']	[]
1317	gebaseerd	['']	[]
1318	op	['']	[]
1319	artikel	['']	[]
1320	3	['']	[]
1321	,	['']	[]
1322	tweede	['']	[]
1323	lid	['']	[]
1324	,	['']	[]
1325	van	['']	[]
1326	het	['']	[]
1327	Coördinatiebesluit	['']	[]
1328	organisatie	['']	[]
1329	,	['']	[]
1330	bedrijfsvoering	['']	[]
1331	en	['']	[]
1332	informatiesyste-	['']	[]
1333	men	['']	[]
1334	rijksdienst	['']	[]
1335	,	['']	[]
1336	dat	['']	[]
1337	weer	['']	[]
1338	zijn	['']	['B_PER_14']
1339	grondslag	['']	[]
1340	vindt	['']	[]
1341	in	['']	[]
1342	artikel	['']	[]
1343	44	['']	[]
1344	van	['']	[]
1345	de	['']	[]
1346	Grondwet	['']	[]
1347	(	['']	[]
1348	dat	['']	[]
1349	de	['']	[]
1350	instelling	['']	[]
1351	van	['']	[]
1352	ministeries	['']	[]
1353	regelt	['']	[]
1354	)	['']	[]
1355	.	['']	[]
1356	Het	['']	[]
1357	oordeel	['']	[]
1358	was	['']	[]
1359	dat	['']	[]
1360	de	['']	[]
1361	taak	['']	[]
1362	internationaalrechtelijk	['']	[]
1363	terug	['']	[]
1364	te	['']	[]
1365	voeren	['']	[]
1366	was	['']	[]
1367	op	['']	[]
1368	de	['']	[]
1369	taak	['']	[]
1370	voor	['']	[]
1371	de	['']	['B_PER_3']
1372	NCTV	['']	['I_PER_3']
1373	ook	['']	[]
1374	terug	['']	[]
1375	te	['']	[]
1376	voeren	['']	[]
1377	was	['']	[]
1378	op	['']	[]
1379	de	['']	[]
1380	op	['']	[]
1381	de	['']	[]
1382	Nederlandse	['']	[]
1383	staat	['']	[]
1384	rustende	['']	[]
1385	verplichting	['']	[]
1386	om	['']	[]
1387	het	['']	[]
1388	recht	['']	[]
1389	op	['']	[]
1390	veiligheid	['']	[]
1391	te	['']	[]
1392	verwezenlijken	['']	[]
1393	en	['']	[]
1394	de	['']	[]
1395	volkenrechtelijke	['']	[]
1396	verplichting	['']	[]
1397	om	['']	[]
1398	terrorisme	['']	[]
1399	te	['']	[]
1400	bestrijden	['']	[]
1401	(	['']	[]
1402	o.a.	['']	[]
1403	Handvest	['']	[]
1404	Verenigde	['']	[]
1405	Naties	['']	[]
1406	en	['']	[]
1407	Raad	['']	[]
1408	van	['']	[]
1409	Europa-verdragen	['']	[]
1410	)	['']	[]
1411	.	['']	[]
1412	Met	['']	[]
1413	name	['']	[]
1414	artikel	['']	[]
1415	2	['']	[]
1416	EVRM	['']	[]
1417	brengt	['']	[]
1418	diverse	['']	[]
1419	positieve	['']	[]
1420	verplichtingen	['']	[]
1421	mee	['']	[]
1422	voor	['']	[]
1423	de	['']	[]
1424	Staat	['']	[]
1425	.	['']	[]
1426	Op	['']	[]
1427	grond	['']	[]
1428	van	['']	[]
1429	diverse	['']	[]
1430	consultaties	['']	[]
1431	is	['']	[]
1432	het	['']	[]
1433	standpunt	['']	[]
1434	dat	['']	[]
1435	er	['']	[]
1436	voldoende	['']	[]
1437	grondslag	['']	[]
1438	was	['']	[]
1439	voor	['']	[]
1440	voornoemde	['']	[]
1441	activiteiten	['']	[]
1442	inmiddels	['']	[]
1443	verlaten	['']	[]
1444	en	['']	[]
1445	is	['']	[]
1446	de	['']	[]
1447	internetmonitoring	['']	[]
1448	zoals	['']	[]
1449	die	['']	[]
1450	plaatsvonden	['']	[]
1451	onmiddellijk	['']	[]
1452	gestaakt	['']	[]
1453	.	['']	[]
1454	Mijn	['B_PER_3']	['B_PER_15']
1455	ambtsvoorganger	['']	[]
1456	was	['']	[]
1457	van	['']	[]
1458	oordeel	['']	[]
1459	dat	['']	[]
1460	er	['']	[]
1461	geen	['']	[]
1462	twijfel	['']	[]
1463	mag	['']	[]
1464	bestaan	['']	[]
1465	over	['']	[]
1466	een	['']	[]
1467	dergelijke	['']	[]
1468	grondslag	['']	[]
1469	en	['']	[]
1470	heeft	['']	[]
1471	daarom	['']	[]
1472	het	['']	[]
1473	traject	['']	[]
1474	ingezet	['']	[]
1475	om	['']	[]
1476	te	['']	[]
1477	komen	['']	[]
1478	tot	['']	[]
1479	een	['']	[]
1480	wet	['']	[]
1481	waarin	['']	[]
1482	definitief	['']	[]
1483	wordt	['']	[]
1484	geregeld	['']	[]
1485	wat	['']	[]
1486	de	['']	['B_PER_3']
1487	NCTV	['']	['I_PER_3']
1488	wel	['']	[]
1489	en	['']	[]
1490	vooral	['']	[]
1491	ook	['']	[]
1492	niet	['']	[]
1493	mag	['']	[]
1494	.	['']	[]
1495	Ik	['B_PER_3']	['B_PER_15']
1496	deel	['']	[]
1497	het	['']	[]
1498	oordeel	['']	[]
1499	van	['']	[]
1500	mijn	['B_PER_3']	['B_PER_15']
1501	voorganger	['']	[]
1502	en	['']	[]
1503	ben	['']	[]
1504	daarom	['']	[]
1505	ook	['']	[]
1506	van	['']	[]
1507	mening	['']	[]
1508	dat	['']	[]
1509	een	['']	[]
1510	nieuwe	['']	[]
1511	wet	['']	[]
1512	noodzakelijk	['']	[]
1513	is	['']	[]
1514	.	['']	[]
1515	Vraag	['']	[]
1516	12	['']	[]
1517	Op	['']	[]
1518	welke	['']	[]
1519	wijze	['']	[]
1520	is	['']	[]
1521	bij	['']	[]
1522	het	['']	[]
1523	monitoren	['']	[]
1524	van	['']	[]
1525	kopstukken	['']	[]
1526	van	['']	[]
1527	politieke	['']	[]
1528	partijen	['']	[]
1529	en	['']	[]
1530	parlementariërs	['']	[]
1531	zorg	['']	[]
1532	gedragen	['']	[]
1533	dat	['']	[]
1534	aan	['']	[]
1535	de	['']	[]
1536	vereisten	['']	[]
1537	van	['']	[]
1538	artikel	['']	[]
1539	8	['']	[]
1540	van	['']	[]
1541	het	['']	[]
1542	Europees	['']	[]
1543	Verdrag	['']	[]
1544	voor	['']	[]
1545	de	['']	[]
1546	Rechten	['']	[]
1547	van	['']	[]
1548	de	['']	[]
1549	Mens	['']	[]
1550	(	['']	[]
1551	EVRM	['']	[]
1552	)	['']	[]
1553	voldaan	['']	[]
1554	is	['']	[]
1555	,	['']	[]
1556	voor	['']	[]
1557	het	['']	[]
1558	monitoren	['']	[]
1559	van	['']	[]
1560	personen	['']	[]
1561	in	['']	[]
1562	de	['']	[]
1563	context	['']	[]
1564	van	['']	[]
1565	de	['']	[]
1566	nationale	['']	[]
1567	veiligheid	['']	[]
1568	?	['']	[]
1569	Tweede	['']	[]
1570	Kamer	['']	[]
1571	,	['']	[]
1572	vergaderjaar	['']	[]
1573	2021–2022	['']	[]
1574	,	['']	[]
1575	Aanhangsel	['']	[]
1576	3	['']	[]
1577	Antwoord	['']	[]
1578	12	['']	[]
1579	Politici	['']	[]
1580	zijn	['']	[]
1581	,	['']	[]
1582	los	['']	[]
1583	van	['']	[]
1584	de	['']	[]
1585	bewaken-	['']	[]
1586	en	['']	[]
1587	beveilgentaak	['']	[]
1588	,	['']	[]
1589	niet	['']	[]
1590	gemonitord	['']	[]
1591	,	['']	[]
1592	maar	['']	[]
1593	komen	['']	[]
1594	zoals	['']	[]
1595	eerder	['']	[]
1596	gesteld	['']	[]
1597	wel	['']	[]
1598	voor	['']	[]
1599	in	['']	[]
1600	het	['']	[]
1601	kader	['']	[]
1602	van	['']	[]
1603	onderzoeken	['']	[]
1604	naar	['']	[]
1605	trends	['']	[]
1606	en	['']	[]
1607	fenomenen	['']	[]
1608	op	['']	[]
1609	het	['']	[]
1610	gebied	['']	[]
1611	van	['']	[]
1612	de	['']	[]
1613	nationale	['']	[]
1614	veiligheid	['']	[]
1615	.	['']	[]
1616	Persoonsge-	['']	[]
1617	gevens	['']	[]
1618	worden	['']	[]
1619	beschermd	['']	[]
1620	als	['']	[]
1621	een	['']	[]
1622	onderdeel	['']	[]
1623	van	['']	[]
1624	de	['']	[]
1625	persoonlijke	['']	[]
1626	levenssfeer	['']	[]
1627	in	['']	[]
1628	de	['']	[]
1629	zin	['']	[]
1630	van	['']	[]
1631	artikel	['']	[]
1632	10	['']	[]
1633	van	['']	[]
1634	de	['']	[]
1635	Grondwet	['']	[]
1636	en	['']	[]
1637	als	['']	[]
1638	onderdeel	['']	[]
1639	van	['']	[]
1640	het	['']	[]
1641	privéleven	['']	[]
1642	in	['']	[]
1643	de	['']	[]
1644	zin	['']	[]
1645	van	['']	[]
1646	artikel	['']	[]
1647	8	['']	[]
1648	van	['']	[]
1649	het	['']	[]
1650	EVRM	['']	[]
1651	en	['']	[]
1652	artikel	['']	[]
1653	17	['']	[]
1654	van	['']	[]
1655	het	['']	[]
1656	Internationaal	['']	[]
1657	verdrag	['']	[]
1658	inzake	['']	[]
1659	burgerlijke	['']	[]
1660	en	['']	[]
1661	politieke	['']	[]
1662	rechten	['']	[]
1663	(	['']	[]
1664	IVBPR	['']	[]
1665	)	['']	[]
1666	.	['']	[]
1667	Een	['']	[]
1668	inmenging	['']	[]
1669	in	['']	[]
1670	het	['']	[]
1671	recht	['']	[]
1672	op	['']	[]
1673	privéleven	['']	[]
1674	zoals	['']	[]
1675	neergelegd	['']	[]
1676	in	['']	[]
1677	artikel	['']	[]
1678	8	['']	[]
1679	EVRM	['']	[]
1680	is	['']	[]
1681	te	['']	[]
1682	rechtvaardigen	['']	[]
1683	wanneer	['']	[]
1684	die	['']	[]
1685	inmenging	['']	[]
1686	een	['']	[]
1687	legitiem	['']	[]
1688	doel	['']	[]
1689	dient	['']	[]
1690	,	['']	[]
1691	bij	['']	[]
1692	wet	['']	[]
1693	is	['']	[]
1694	voorzien	['']	[]
1695	en	['']	[]
1696	noodzakelijk	['']	[]
1697	moet	['']	[]
1698	is	['']	[]
1699	in	['']	[]
1700	een	['']	[]
1701	democratische	['']	[]
1702	samenleving	['']	[]
1703	.	['']	[]
1704	Hieruit	['']	[]
1705	volgt	['']	[]
1706	dat	['']	[]
1707	de	['']	[]
1708	maatregel	['']	[]
1709	moet	['']	[]
1710	bijdragen	['']	[]
1711	aan	['']	[]
1712	een	['']	[]
1713	dringende	['']	[]
1714	maatschappelijke	['']	[]
1715	behoefte	['']	[]
1716	(	['']	[]
1717	pressing	['']	[]
1718	social	['']	[]
1719	need	['']	[]
1720	)	['']	[]
1721	en	['']	[]
1722	proportioneel	['']	[]
1723	moet	['']	[]
1724	zijn	['']	[]
1725	.	['']	[]
1726	De	['']	[]
1727	staat	['']	[]
1728	moet	['']	[]
1729	de	['']	[]
1730	publieke	['']	[]
1731	belangen	['']	[]
1732	afwegen	['']	[]
1733	tegen	['']	[]
1734	die	['']	[]
1735	van	['']	[]
1736	de	['']	[]
1737	individu	['']	[]
1738	en	['']	[]
1739	daarin	['']	[]
1740	een	['']	[]
1741	eerlijke	['']	[]
1742	balans	['']	[]
1743	vinden	['']	[]
1744	.	['']	[]
1745	Zoals	['']	[]
1746	blijkt	['']	[]
1747	uit	['']	[]
1748	het	['']	[]
1749	antwoord	['']	[]
1750	op	['']	[]
1751	vraag	['']	[]
1752	10	['']	[]
1753	was	['']	[]
1754	lange	['']	[]
1755	tijd	['']	[]
1756	de	['']	[]
1757	heersende	['']	[]
1758	opvatting	['']	[]
1759	dat	['']	[]
1760	er	['']	[]
1761	voldoende	['']	[]
1762	juridische	['']	[]
1763	basis	['']	[]
1764	bestond	['']	[]
1765	–	['']	[]
1766	op	['']	[]
1767	basis	['']	[]
1768	van	['']	[]
1769	het	['']	[]
1770	Organisatiebesluit	['']	[]
1771	JenV	['']	[]
1772	–	['']	[]
1773	voor	['']	[]
1774	de	['']	[]
1775	verwerking	['']	[]
1776	van	['']	[]
1777	persoonsgegevens	['']	[]
1778	door	['']	[]
1779	de	['']	['B_PER_3']
1780	NCTV	['']	['I_PER_3']
1781	.	['']	[]
1782	Daarmee	['']	[]
1783	werd	['']	[]
1784	verondersteld	['']	[]
1785	te	['']	[]
1786	hebben	['']	[]
1787	voldaan	['']	[]
1788	aan	['']	[]
1789	het	['']	[]
1790	vereiste	['']	[]
1791	van	['']	[]
1792	legimiteit	['']	[]
1793	en	['']	[]
1794	het	['']	[]
1795	vereiste	['']	[]
1796	van	['']	[]
1797	voorzienbaarheid	['']	[]
1798	.	['']	[]
1799	Daarnaast	['']	[]
1800	werden	['']	[]
1801	de	['']	[]
1802	werkzaamheden	['']	[]
1803	van	['']	[]
1804	de	['']	['B_PER_3']
1805	NCTV	['']	['I_PER_3']
1806	steeds	['']	[]
1807	beschouwd	['']	[]
1808	ter	['']	[]
1809	uitoefening	['']	[]
1810	van	['']	[]
1811	een	['']	[]
1812	taak	['']	[]
1813	van	['']	[]
1814	algemeen	['']	[]
1815	belang	['']	[]
1816	:	['']	[]
1817	het	['']	[]
1818	versterken	['']	[]
1819	van	['']	[]
1820	de	['']	[]
1821	nationale	['']	[]
1822	veiligheid	['']	[]
1823	en	['']	[]
1824	het	['']	[]
1825	bevorderen	['']	[]
1826	van	['']	[]
1827	de	['']	[]
1828	identificatie	['']	[]
1829	en	['']	[]
1830	de	['']	[]
1831	analyse	['']	[]
1832	van	['']	[]
1833	dreigingen	['']	[]
1834	en	['']	[]
1835	risico’s	['']	[]
1836	op	['']	[]
1837	het	['']	[]
1838	gebied	['']	[]
1839	van	['']	[]
1840	terrorisme	['']	[]
1841	en	['']	[]
1842	nationale	['']	[]
1843	veiligheid	['']	[]
1844	.	['']	[]
1845	Waarmee	['']	[]
1846	werd	['']	[]
1847	voldaan	['']	[]
1848	aan	['']	[]
1849	het	['']	[]
1850	vereiste	['']	[]
1851	van	['']	[]
1852	het	['']	[]
1853	nastreven	['']	[]
1854	van	['']	[]
1855	een	['']	[]
1856	legitiem	['']	[]
1857	doel	['']	[]
1858	.	['']	[]
1859	Deze	['']	[]
1860	werkzaamhe-	['']	[]
1861	den	['']	[]
1862	werden	['']	[]
1863	bovendien	['']	[]
1864	noodzakelijk	['']	[]
1865	geacht	['']	[]
1866	in	['']	[]
1867	de	['']	[]
1868	democratische	['']	[]
1869	Nederlandse	['']	[]
1870	samenleving	['']	[]
1871	.	['']	[]
1872	Voor	['']	[]
1873	wat	['']	[]
1874	betreft	['']	[]
1875	politici	['']	['B_PER_5']
1876	speelde	['']	[]
1877	daarbij	['']	[]
1878	tevens	['']	[]
1879	een	['']	[]
1880	rol	['']	[]
1881	dat	['']	[]
1882	wanneer	['']	[]
1883	zij	['']	['B_PER_5']
1884	zich	['']	['I_PER_5']
1885	met	['']	[]
1886	bepaalde	['']	[]
1887	politieke	['']	[]
1888	opvattingen	['']	[]
1889	in	['']	[]
1890	de	['']	[]
1891	publiciteit	['']	[]
1892	profileren	['']	[]
1893	(	['']	[]
1894	in	['']	[]
1895	de	['']	[]
1896	media	['']	[]
1897	of	['']	[]
1898	op	['']	[]
1899	hun	['']	['B_PER_5']
1900	eigen	['']	[]
1901	social	['']	[]
1902	media	['']	[]
1903	)	['']	[]
1904	zij	['']	['B_PER_5']
1905	hiermee	['']	[]
1906	kennelijk	['']	[]
1907	de	['']	[]
1908	intentie	['']	[]
1909	hadden	['']	[]
1910	om	['']	[]
1911	dit	['']	[]
1912	openbaar	['']	[]
1913	te	['']	[]
1914	maken	['']	[]
1915	.	['']	[]
1916	Daarbij	['']	[]
1917	werd	['']	[]
1918	steeds	['']	[]
1919	een	['']	[]
1920	balans	['']	[]
1921	gezocht	['']	[]
1922	tussen	['']	[]
1923	het	['']	[]
1924	belang	['']	[]
1925	van	['']	[]
1926	een	['']	[]
1927	effectieve	['']	[]
1928	bescherming	['']	[]
1929	van	['']	[]
1930	de	['']	[]
1931	persoon-	['']	[]
1932	lijke	['']	[]
1933	levenssfeer	['']	[]
1934	van	['']	[]
1935	burgers	['']	[]
1936	(	['']	[]
1937	incuslief	['']	[]
1938	politici	['']	[]
1939	)	['']	[]
1940	en	['']	[]
1941	het	['']	[]
1942	belang	['']	[]
1943	bij	['']	[]
1944	een	['']	[]
1945	adequate	['']	[]
1946	bescherming	['']	[]
1947	van	['']	[]
1948	de	['']	[]
1949	nationale	['']	[]
1950	veiligheid	['']	[]
1951	voor	['']	[]
1952	wat	['']	[]
1953	betreft	['']	[]
1954	de	['']	[]
1955	EVRM-vereisten	['']	[]
1956	.	['']	[]
1957	Desondanks	['']	[]
1958	hadden	['']	[]
1959	,	['']	[]
1960	zoals	['']	[]
1961	eerder	['']	[]
1962	aangegeven	['']	[]
1963	,	['']	[]
1964	meningen	['']	[]
1965	en	['']	[]
1966	normatieve	['']	[]
1967	stellingnames	['']	[]
1968	over	['']	[]
1969	Kamerleden	['B_PER_6']	[]
1970	achterwege	['']	[]
1971	moeten	['']	[]
1972	blijven	['']	[]
1973	.	['']	[]
1974	Vraag	['']	[]
1975	13	['']	[]
1976	Zijn	['']	[]
1977	er	['']	[]
1978	naast	['']	[]
1979	het	['']	[]
1980	volgen	['']	[]
1981	van	['']	[]
1982	online	['']	[]
1983	activiteiten	['']	[]
1984	nog	['']	[]
1985	andere	['']	[]
1986	manieren	['']	[]
1987	geweest	['']	[]
1988	waarop	['']	[]
1989	de	['']	['B_PER_3']
1990	NCTV	['']	['I_PER_3']
1991	vertegenwoordigers	['']	[]
1992	van	['']	[]
1993	politieke	['']	['B_PER_6']
1994	partijen	['']	['I_PER_6']
1995	heeft	['']	[]
1996	onderzocht	['']	[]
1997	?	['']	[]
1998	Antwoord	['']	[]
1999	13	['']	[]
2000	Zoals	['']	[]
2001	reeds	['']	[]
2002	genoemd	['']	[]
2003	in	['']	[]
2004	de	['']	[]
2005	beantwoording	['']	[]
2006	van	['']	[]
2007	vraag	['']	[]
2008	9	['']	[]
2009	is	['']	[]
2010	er	['']	[]
2011	is	['']	[]
2012	geen	['']	[]
2013	andersoortige	['']	[]
2014	persoonsgebonden	['']	[]
2015	informatie	['']	[]
2016	over	['']	[]
2017	politici	['']	['B_PER_5']
2018	verzameld	['']	[]
2019	dan	['']	[]
2020	zoals	['']	[]
2021	opgenomen	['']	[]
2022	in	['']	[]
2023	de	['']	[]
2024	Weekberichten	['']	[]
2025	.	['']	[]
2026	Voor	['']	[]
2027	de	['']	[]
2028	volledigheid	['']	[]
2029	nogmaals	['']	[]
2030	het	['']	[]
2031	volgende	['']	[]
2032	,	['']	[]
2033	conform	['']	[]
2034	het	['']	[]
2035	stelsel	['']	[]
2036	Bewaken	['']	[]
2037	en	['']	[]
2038	Beveiligen	['']	[]
2039	treft	['']	[]
2040	de	['']	['B_PER_3']
2041	NCTV	['']	['I_PER_3']
2042	op	['']	[]
2043	basis	['']	[]
2044	van	['']	[]
2045	dreiging	['']	[]
2046	en	['']	[]
2047	risico	['']	[]
2048	,	['']	[]
2049	adequate	['']	[]
2050	beveili-	['']	[]
2051	gingsmaatregelen	['']	[]
2052	van	['']	[]
2053	o.a.	['']	[]
2054	nationale	['']	[]
2055	politici	['']	[]
2056	(	['']	[]
2057	bewindspersonen	['']	[]
2058	,	['']	[]
2059	Kamerleden	['B_PER_6']	[]
2060	)	['']	[]
2061	.	['']	[]
2062	In	['']	[]
2063	dit	['']	[]
2064	kader	['']	[]
2065	ontvangt	['']	[]
2066	de	['']	['B_PER_3']
2067	NCTV	['']	['I_PER_3']
2068	dreigingsinformatie	['']	[]
2069	van	['']	[]
2070	de	['']	[]
2071	Politie	['']	[]
2072	,	['']	[]
2073	AIVD	['']	[]
2074	en	['']	[]
2075	MIV	['']	[]
2076	D	['']	[]
2077	.	['']	[]
2078	De	['']	[]
2079	verwerking	['']	[]
2080	van	['']	[]
2081	persoonsgegevens	['']	[]
2082	binnen	['']	[]
2083	het	['']	[]
2084	stelsel	['']	[]
2085	Bewaken	['']	[]
2086	en	['']	[]
2087	Beveiligen	['']	[]
2088	vindt	['']	[]
2089	plaats	['']	[]
2090	op	['']	[]
2091	basis	['']	[]
2092	van	['']	[]
2093	de	['']	[]
2094	Politiewet	['']	[]
2095	.	['']	[]
2096	Vraag	['']	[]
2097	14	['']	[]
2098	Met	['']	[]
2099	wie	['']	[]
2100	is	['']	[]
2101	de	['']	[]
2102	informatie	['']	[]
2103	van	['']	[]
2104	de	['']	['B_PER_3']
2105	NCTV	['']	['I_PER_3']
2106	gedeeld	['']	[]
2107	?	['']	[]
2108	Met	['']	[]
2109	welke	['']	[]
2110	afdelingen	['']	[]
2111	van	['']	[]
2112	de	['']	[]
2113	politie	['']	[]
2114	en	['']	[]
2115	met	['']	[]
2116	welke	['']	[]
2117	gemeenten	['']	[]
2118	?	['']	[]
2119	Met	['']	[]
2120	welke	['']	[]
2121	andere	['']	[]
2122	organisaties	['']	[]
2123	en	['']	[]
2124	personen	['']	[]
2125	,	['']	[]
2126	in	['']	[]
2127	binnen-	['']	[]
2128	en	['']	[]
2129	buitenland	['']	[]
2130	?	['']	[]
2131	Betreft	['']	[]
2132	dit	['']	[]
2133	ook	['']	[]
2134	ministeries	['']	[]
2135	,	['']	[]
2136	en/of	['']	[]
2137	al	['']	[]
2138	dan	['']	[]
2139	niet	['']	[]
2140	buitenlandse	['']	[]
2141	inlichtingendiensten	['']	[]
2142	?	['']	[]
2143	Antwoord	['']	[]
2144	14	['']	[]
2145	De	['']	[]
2146	Weekberichten	['']	[]
2147	werden	['']	[]
2148	verzonden	['']	[]
2149	aan	['']	[]
2150	ketenpartners	['']	[]
2151	van	['']	[]
2152	de	['']	['B_PER_3']
2153	NCTV	['']	['I_PER_3']
2154	binnen	['']	[]
2155	de	['']	[]
2156	nationale	['']	[]
2157	en	['']	[]
2158	lokale	['']	[]
2159	overheid	['']	[]
2160	.	['']	[]
2161	Daartoe	['']	[]
2162	behoren	['']	[]
2163	diverse	['']	[]
2164	afdelingen	['']	[]
2165	van	['']	[]
2166	de	['']	[]
2167	Politie	['']	[]
2168	,	['']	[]
2169	de	['']	[]
2170	I&V-diensten	['']	[]
2171	,	['']	[]
2172	ministeries	['']	[]
2173	en	['']	[]
2174	diverse	['']	[]
2175	gemeenten	['']	[]
2176	met	['']	[]
2177	wie	['']	[]
2178	de	['']	['B_PER_3']
2179	NCTV	['']	['I_PER_3']
2180	contacten	['']	[]
2181	onderhoudt	['']	[]
2182	.	['']	[]
2183	De	['']	[]
2184	Weekberichten	['']	[]
2185	zijn	['']	[]
2186	niet	['']	[]
2187	op	['']	[]
2188	basis	['']	[]
2189	van	['']	[]
2190	formele	['']	[]
2191	afspraken	['']	[]
2192	gedeeld	['']	[]
2193	met	['']	[]
2194	buitenlandse	['']	[]
2195	inlichtingendiensten	['']	[]
2196	,	['']	[]
2197	maar	['']	[]
2198	wel	['']	[]
2199	met	['']	[]
2200	enkele	['']	[]
2201	individuele	['']	[]
2202	medewer-	['']	[]
2203	Tweede	['']	[]
2204	Kamer	['']	[]
2205	,	['']	[]
2206	vergaderjaar	['']	[]
2207	2021–2022	['']	[]
2208	,	['']	[]
2209	Aanhangsel	['']	[]
2210	4	['']	[]
2211	kers	['']	[]
2212	van	['']	[]
2213	veiligheidsorganisaties	['']	[]
2214	.	['']	[]
2215	2	['']	[]
2216	Dit	['']	[]
2217	was	['']	[]
2218	op	['']	[]
2219	basis	['']	[]
2220	van	['']	[]
2221	onderlinge	['']	[]
2222	contacten	['']	[]
2223	tussen	['']	[]
2224	medewerkers	['']	[]
2225	,	['']	[]
2226	en	['']	[]
2227	de	['']	[]
2228	verzendlijst	['']	[]
2229	van	['']	[]
